comment,complaint_cluster
شاورما اللحمة ناشفة مبتتمضغش وشاورما الفراخ فراخ قليلة وتومية طعمها وحش والمناقيش شاربة زيت وطعمها يقرف,جودة_المنتج
اوحش حاجة كلتها في حياتي! الباستا سيئة والشاورما سيئة جدا جدا جدا!!,جودة_المنتج
اسوء طعميه بايته وناشفه البطاطس شاربه زيت تجربه سيئه جدا,
اسوء ما يكون,
اسوأ مكان اكلت منه … الارز مش مستوي خالص و الفراخ طعمها غريب,
سىء جدا الفراخ بايته ومتسخنه واللحم من جوه اسود وشكله مقزز والكميه قليله جدا جدا اخر تعامل مع المطعم ده,
الاوردر جع غلط و باارد و طعمه وحش كله,جودة_المنتج
تجربة تقرف طلبت كنافة نابلسي بالجبنة مفهاش جبنة و باردة و طعمها مقرف و وقت التوصيل اتأخر و بجد اخر مرة هطلب من عندهم,
الكنافة مفهاش جبنة اصلا و باردة و حاجة تقرف,
اكل سئ للغايه لا يوكل انصح بعدم التجربه,
الاكل سئ,
الشاورما الفراخ (عيش صاج) حلوة جداً البيتزا المرجريتا وحشة ( العجينه مش حلوة و ناشفة ، مفيش صلصة و الجبنه ملهاش طعم مميز و مش باين انها موتزاريلا),جودة_المنتج
Ji hh,
حلو اوووي,
نص فرخه جيالي قد ربع الكتكوت و محجره و من غير اي اضافات و باكت البطاطس جايلي فاضي و ني اصلا و الطعم سئ جدا اسوء مطعم ممكن حد يطلب منه,
وجع بطن حرفيا,
الاكل جه حمضان و خدمه عملاء سيء جدا جدا,
الشاورما وحشة سواء فراخ او لحمة جافة و العيش بايت,جودة_المنتج
السعر ازيد من سعر المنيوز وضعف وقت التوصيل والطلب خاطيء والاكل سيء,
انا لسه مجاليش الاوردر كل حاجه تقرف,
الفلافل محروقة وباردة جدا وطعمها مجمد ومعاد طهيها,
الاكل كله طعمه محمض وسئ جدا,
خفيفه وما بتشبعش اصلا,
للأسف المطعم مش زي زمان,
الأكل جيه بارد ومدلوق على بعضه,
اول مره كان حلو جدا دلوقتي سعره غالي وكميه قليله جدا مدام رفعنا السعر يبقي نحافظ على المستوي مش نقلل الكميه بالشكل دخ,السعر
كنت طالب نص فرخة من مطعم باب شرق جالي من مطعم حمزة,
للاسف مفضلش اني اجيب من باب شرقي تاني بالذات الفراخ مش احسن حاجه,
اول مرة يجيلي اكل بالشكل دا وحاجة وحشة جدا انا رميته حسبي الله ونعم الوكيل,جودة_المنتج
سئ سئ سئ من اسوء الفرايد تشيكن الكالتها ف حياتي,
كمية الاكل قليلة مقارنة بالسعر,
الاوردر اتأخر جدااااا و الاكل كان بارد و وحش,جودة_المنتج
أنا كنت مختار سمبوسك جبنه جت لحمه غير أن الدلفري اخد فلوس اكتر من ال مكتبه في الابلكيشن,
"• اول مره اكل فراخ مشوية زفره بطعم السمك 😂 • خدمة عملاء اسوء ما يكون فاكرين خدمة العملاء الكويسه يعني ""مساء الخير يا فندم"" •الاوردر وصل بعد ساعتين •سعر الاوردر وصل اكتر من المتفق عليه • مانصحش بيه عشان في مطاعم محترمه كتير.. ماحدش يضيع وقته وفلوسه ...",
اسوء خدمه مشفتهاش في حياتى اقسم بالله غير في مطعم تكا فقط علشان الحلفان طالب بيتزا استفت كراست جت غلطت قالولي هنيجي ناخد الاورد وهندبلك بداله ساعتين الا ربع ومحدش جه من ٧ المغرب الي ٩ الاربع وكل لما اكلمهم خرج الدليفري يافندم منصحش حد في التعامل معاه,
المكرونة سيئة و الطلب جه غلط و فى سوء ادارة لحل المشكلة,
الاكل كله كان مولع بغباء و تعب بطني جداً تاني يوم,
الطلب جه ناقص في حاجات طلبتها جاتلي حاجات غريبه ارجو التأكد من صحه خروج الاوردر,منتج_غير_مكتمل
شاورما الفراخ حلوة اوي حقيقي البطاطس مكانش اوي جيد بس,
حلو بس الكميات قليلة,
من اسوء المطاعم السوري بجودة الاكل طعم مش حلو خالص لا الشاورما ولا الفلافل مانصجش حد بيه,
تقريبا الرغيف فاضي,
"الأكل سئ للغاية, كثرة الزيت في المناقيش والزعتر بيقرمش زي الرمل وجودة المكونات غير جيدة.",
الاودر جيه غلط انا كونت طالب وجبه باب شرقي فيها طرب مجتش وجاب ال فيها كفته والمنقوشه جايه مش مخلفه,
الاكل وحش جدا جدا جدا واول مره اطلبه يطلع بالطريقه ده وخساره كل حاجه فى اولها حلوه بعد كدا واول مايتشهر بيصبح رديئ,جودة_المنتج
زباله و كل دقيقه بعد الطلب يتصل يزود 15ومش مره3 مرات و يلغي حاجه من الاوردر و بنفس السعر الاجمالي بيزيد مش بيقل,
أوحش فراخ مشوي كلتوا في حياتي !!,جودة_المنتج
اسوء فلافل اكلتها في حياتي,
الاكل طعمه عادي والكميه بتاع الفراخ قليله والتغليف ده مش مناسب للفته والكميه كانت قليله جدا,المقاسات
زي الزفت حرفيا ٥ قطع من ال ٨ اترموا ولما كلمتهم اشتكي يقولي معلش عملت ايه بمعلش مش فاهم فراخ طعمها يقرف حرفيا منصحش اي حد يرمي فلوسه فيه,
الأكل جيه باارد جدا,
الاكل جه الساعه ١ و نص ده استعباط و استهبال,
سيء,
الاكل,
سئة جدا و محروقة من تحت ومفيش فيها ذرة جبن,
الفراخ زفرة جدا,
كمية صغيرة، طعم الشاورما مكنش حلو,
الحاجة الوحيدة اللى كانت سيئة العيش المحمص,
الطلب ناقص بطاطس و ثومية و الكمية اقل بكثير عن المرات السابقة,منتج_غير_مكتمل
الاكل كان تحفه ونضيف وطعمه جميل,
تغيير ف الطلب كثير,
اوحش حاجة ممكن تكلها فحياتك,جودة_المنتج
هي حلوة وجاتلي سخنه بس ليا ملحوظة البيتزا جايه مليانه زيت بطريقه مش طبيعيه ابدا مش عارفه بقي ده زيت من العجينه ولا الجبنه المستخدمة فيها ماده دهنيه كتير لما ساحت طلعت كميه الزيت ديه بصراحه مش عارفه بس هي تعبتلي معدتي من كميه الزيوت اللي كانت فالبيتزا,
شطة حمرة مدلوقة على الفراخ و الشاورما اللحمة كأنه بيعملوا مقلب في حد .. مستوى سيء بصراحة,
الواحد يدفع ويعتمد على المطعم في العزومة وتطلع الكمية قليلة والطعم لا بأس به، والله زعلت,
Bsjsbd,
الفراخ البروستد وصلت محروقة وملهاش طعم ،لو في تقييم صفر كنت اخترته.,
الفراخ البروستد وصلت محروقة وملهاش طعم، لو في تقييم صفر كنت اخترته.,
طعام سيئ,
قطع الشاورما صغيرة جدا فتافيت,
الفراخ محروقة,
الطلب جه ناقص,منتج_غير_مكتمل
الاكل ني للاسف طلبنا فراخ مشويه وجت نيه بدم ودى اول مره يكون الاوردر وحش كدا,جودة_المنتج
الاكل اتأخر ساعه الا ربع والتوميه كانت بايظه واتضايقت جدا جدا انا علطول بطلب منكو بس المرادي اتضايقت أوي بجد,
بارد,
الفراخ كانت نيه مش مستويه كويس و كان جواها دم و الاكل اترمي زي ما هوا,
الأرز كان مكتل واضح انه كان متجمد و متسخن اي كلام و بقية الاكل مكانش حلو في الطعم,
"The shawarma sandwiches is very thin, looks like a long finger 🤦🏻‍♂️🤷🏻‍♂️",
الكوردن بلو كان فيه جلد فراخ,
الأكل بارد التومية فاسدة وسيئة جدا,
ناقص دبس الرمان و توابل البطاطس,منتج_غير_مكتمل
تجربة سيئة جدًا بجد الاكل وصل في ساعتين الا تلت مع ان الفرع حرفياً دقيقتين مشي من البيت و الاكل كان متلج و الكمية قليلة دي كلمة مش كفاية بالنسبة للسعر اللي مدفوع و حقيقي اول و اخر مرة اطلب منه,
المنيوز بلغ المطعم رقم غلط و خلاه مش عارف يكلمنى,
سئ للغايه,
Oxamballah akhr mara fashkhto lel wa7d me3dto!!,
الاكل وحش اوي اوي اوي,جودة_المنتج
the whole order was so bad.. chicken was burnt... the bread was not fresh at all.. the sandwiches was cold with no chicken I think it was tomahia.... الاوردر كله مش مضبوط.. الفراخ محروقه والعيش جه لبناني و ناشف.. السندوتشلت كانت ساقعه و مفيهاش فراخ,
مفيش حاجة وصلت !!!!!,
وقت التوصيل طويل جدا رغم قرب المسافة الأكل لم يكن ساخنا ولكن دافئ البطاطس ليست متبلة بشكل كافي وأيضا طرية جدا,
الأكل زفت الكفتة كاوتش، المرة الأولى و الأخيرة,
I didn't get the order!!!,
الاوردر لسه موصلش أصلا,
زي الزفت الاكل معلوش ملح ولا توابل وسبايسي جدا جدا تجربه مش هتتكرر تاني,
الكميه قليله بس الطعم كويس,
مكنش حلو,
الكميه مختلفه تماما عن اللي بتكون في المطعم,
طلبت تومية جالي كول سلو,
فته الشاورما وصلتني سبايسي وفيها كتل شطه سيئه جدآ,
كان ناقص دبس رمان,منتج_غير_مكتمل
الاكل كان بارد جدا وشورما الفراخ حادقه والكايزر كان بايت اصلا مش حلو الصراحه وغالي اصلا تجربه اول مره فاشله,السعر
اىر,
أول مرة اجربة و آخر مرة وحش جدا و بارد و تغليف الاكل سئ ال سمبوسك و البطاطس معجنين جداا,جودة_المنتج
اكل تعبان و مش اد الفلوس الي مدفوعه مقارنة بمطاعم تانية,
تجربة سيئة جدا لان الاكل كان طعمه وريحته حمضان,
الخدمه وحشه اوي والاوردر جه في غلط والشاورما طعمها مش حلو ابدا,جودة_المنتج
الاكل وصل ساقع جدا,
حتى بعد التوصيه الاكل سيئ جدا و محروق و كروته فى تحضيره غير المغالطه فى الحساب كالعاده مع مطعم باب شرقى بالاخص دائما بتبقى تجربه سيئه و بتسيئ للمنيوز معاها بالمره,
الاوردر جه غلط و الاكل كلو جاى بارد,
الجوده بتاعت الفراخ و اللحمه سيئه للغايه بصراحه عملين ينحدرو اوي في الجوده بقلهم فتره,
علبة شاورما كام فيها حاجة بايظة,
وحش جدا جدا خساره الفلوس,جودة_المنتج
مش متبلة كويس,
الاكل حلو بس التغليف غير صالح لاستخدامات الطعام بيبوظ طعم الاكل وريحته سيئه,
الاكل تحفة.. طعم ونظافة وكمية,
تجربه سيئة جدا ما انصحش اي حد يجرب المطعم ده خسارة فيه الفلوس,
الاكل حلو المكرونه معجبتنيش خالص,
تحفه👍,
تجربة سيئة جدا من خدمة عملاء كذابين و غير مسؤولين لدليفري لاكل بقي زي الزفت,
الاوردر مكنش حلو والاكل بارد,
سيئ جداً,
👍🏻,
زفت والاكل بارد وناقص ملح وخساره فيه ال٣٠٠ج والله مكنش كده الاول,منتج_غير_مكتمل
تجربه حلوه جدا و الاكل كان فريش و تحفه,
تأخير وطعم مش حلو,
الاكل وحش جدا جدا و مزيت و الورق متبهدل زيت,جودة_المنتج
الأكل دايما بارد,
سئ جداً,
سيء جدا و الاكل جاي بارد كمان,
الشاورما مش نضيفه وجع بطن وحاجه استغفر الله,
للاسف الاكل غير جيد الطعم سئ و الاكل مجلد,
Vgood,
الاكل بارد جدا,
كله تمام بس للاسف الديلفيري كان موقع الاكل على الارض لاني لما استلمته الكيس من بره كله تراي والاكل جوه مدلوق,
اسوء تجربه اكل في السنين إللي فاتت للاسف الاكل أتأخر جدا و تغليف اسوء ما يكون كاني واخد ساندوتشات المدرسه و الاكل ساقع و الشاورما ناشفه و ملهاش أي طعم للاسف يا خسارة ال 300 جنيه مش مسامح فيهم و الله,
الاكل كويس لكن الدليفري أخد آكتر من ١٠٠ دقيقة عشان يوصل فللأسف الاكل كان بارد,
فتة الشاورما مطلبنهاش بجبنة جاية عليها جبنة كتير اوي وطعمها وحش... والفراخ المشوية قطعة صغيرة اوي,جودة_المنتج
بجد حاجه سيئا جدا لا اكل كويس ولا زي اللي انا طلباه لا وغالى كمان,
للطرب كان محروق,
h,
الاكل حادق جدا,
جه متاخر ساعه,
سئ جدا جدا جدا جدا,
الاكل جاى بارد ومقلوب فوق بعضه تجربة سيئة جدا غير ان الطلب جاى غير وصف المنيو اللى اخترت منه,
انا قولت عايز شاورما و ثومية فقط بدون اضافة خضراوات او مخلل او طحينة.....الاوردر جالى ولا اكن قولت اى حاجه نفسى تجيبو الاوردر صح,
الفراخ مش مطبوخه كويس، البروستد بيقع,
محل قمه فى الذوق و الرقى و الاحترام، طلبت اوردر و كانت جودته سيئه جدا و كنت متضايق جدا اتصلت اشتكيت، تم ارسال وجبه كامله بدلا من الوجبه التى لم تعجبنى + كادو حلو من المحل، نادرا ما تجد محل عنده هذا الرقى فى التعامل,
الاكل مش سخن والتغليف سئ والسلطة مش طازة,
توصيل سريع,
قريت آراء الناس عن المطعم دا لقيتها كلها سلبية بس خدتنى الجلالة وقولت أجرب طلعوا فعلا عندهم حق فى كل كلمة قالوها لا أنصح بالمطعم دا نهائى,
كانت ناشفه و بارده,
زي الزفت الاكل بايت ومتسخن,
الامل بارد وجاي متاخر,
حاجة جميلة بجد,
اخر مرة اكلت بطنى وجعتنى والاكل مش عاوز يتهضم اصلا وكان تقيل جدا وخدمة توصيل غالية اوى 45 ج ليه مش عاوز. انتو نصابين وحرامية قال خصم 50 ج قال. ادفو عليكو,السعر
المطعم دائما يعمل حاله وهميه للطلب انه في الطريق و طلبت المطعم و اشتكيت و كلمتكم علي الشات و اشتكيت و محدش حل حاجه القائم علي الابليكيشن في المطعم شخص غير مسؤول و غير صادق و المطعم ده مش هطلب منه تاني و لو تكرر نفس الامر مع مطعم تاني بوضع حاله وهميه ...,
اقل قذر و فاسد و سلطات بايظه تجربه زى الزفت و محل ابن متناكه,
الاكل طازه وجميل,
الرز كان معجن و حجمها صغير اوي,
لا انصح به,
المطعم بعت الاوردر ناقص نصه ورفضت استلامه والدعم الفني مفيش اي خبره ولا اي احترام للعميل مفروض يكون فيه مسئول يراجع الاوردر قبل مايخرج بيه الطيار دي مش مسئوليه الطيار,منتج_غير_مكتمل
الاوردر وصل متاخر بارد و بايت و غلط طلبت حاجة و جاتلي حاجة تانية خالص و بكلم الدليفري مبيردش و الدعم في الابليكيشن مستفادتش منه باي حاجة غير ان الاوردر تحس انه فعلا ميتاكلش اصلا انا بالفعل رميت الاوردر ، اوردر ب٢٦٠ جنيه في الارض حاجة تقرف,
الاكل مش احسن حاجة مقارنة بالسعر و الصوص قليل جدا البطاطس طرية وملهاش طعم و العيش المقرمش علية صوص تعمة سيئ جدا,
انتو كده حراميه جدا لما خدمة التوصيل 45ج,
الساندوتش كان شبة فاضي ومكنش مخدوم خالص,
السجق سيي جدا,
الاوردر جاي ساندوتشات بس بدون اي تومية او مخلل,
كل اوردر ياما يكون ناقص ومش جاي معاه عيش او توميه او كاتشب ومره تانيه اطلب 12 قطعه يجيلي 8 قطع بس مطعم مستهتر ولا مره جاب الاوردر صح,منتج_غير_مكتمل
لاكل غالي ومش حلو,السعر
خدمه ممتازه,
❤❤❤,
جامد كدا,
رائع وطازج وشهى … افضل مطعم بصراحة 👍🏽👍🏽👍🏽,
الشاورما العربي مقززة و العيش ناشف و ملفوف ٥٠ طبقة و بشع اما بقى المنقوشة الجبنة الحلوم كانت بايظة الجبنة بايظة و المنقوشة ناشفة الاكل كان ساقع و بايت و مقرف,
الاكل حلو جدا ♥️ والتغليف محترم ونظيف والكمية حلوة جدا,
الاكل طعمه وحش,جودة_المنتج
الاكل مش زي كل مرة و فتة الشاورما سيئة جداً!,
مستوى سئ جدا جدا. غلطة ومش حتتكرر تاني.,
الرز جاي مش مستوي ونيّ,
اسوء مطعم ممكن حد ياكل منو منصحكوش بيه,
مستوى ردئ. الشاورمة مجلدة والسندوتش مش مليان مظبوط وحتى سلطة التومية بلا طعم ولا حتى ريحة. الأكل بارد كمان. سعر التوصيل بيزيد بعد ما تعمل الأوردر عن المكتوب في التطبيق حسب اللي هما شايفينه. تجربة سخيفة ومزعجة جدا. لا ينصح به أبدا أبدا.,
it didnt comee!!!!!,
no respection,
الاكل كان ساقع ووحش جداا والعيش بايت الكيزر والحشو قليل والبطاطس متلجه تجربه سيئه جداا,جودة_المنتج
كل حاجه وحشه والاكل بايظ,جودة_المنتج
كل مره الاكل اوحش من المره اللي قبله و المره دي الاكل وحش فعلا و قليل حتى البطاطس قليلة جدا الاكل غالي و وحش,جودة_المنتج السعر
وحش وبارد وطعمه مش حلو ابدا,جودة_المنتج
سيء جدا والاكل غرقان ملح و الفراخ ريحتها سيئه جدا جدا جدا 👎🏻👎🏻,
الكايزر كله ناشف وبايت ، و شاورما اللحم كانت ناشفة جدا و طعمها مش حلو .. الاكل كله بايت مش طازة ابدا، كانت اول مره نجربه وهتبقى اخر مره,
g,
40 min late,
مطعم وحش جدا والأكل سىء وبايت وسعره غالي جدا كمان علي الكميات,جودة_المنتج السعر
التوصيل بطيء جدا لكن الجودة ممتازة,
للأسف الطعم كان سيئ جدا .,
سعر التوصيل غالي جدا,السعر
سيئ جدا حاجته بايته و مجلده سيئ جدا حاجته بايته و مجلده,
الفته كان فيها حبهان اوفر وكتير .. والكوردون بلو اللي دايما بطلبه من باب شرقي .. محروق والعيش بايت ووحش جدا ومعجن في بعضه كان حد داس عليه,جودة_المنتج
مطعم زفت,
الطعم بايظ,
الاكل حلو بس كميه الشاورما قليله شويه,
سئ لابعد حد فراخ البروست غامقه و طعمها زفت و كانها بايظه و انا مشوفتش كدا بجد تجربه سئيه و مش هكررها,
الاكل بايز و سيء جدااااا,
الكنافة سيئة جدا مش عليها عسل و باردة الشاورما حلوة البطاطس كان بيتحت عليه بهارات دلوقتي مفيش حتي ملح عليه,
الحشو قليل والعيش ناشف,
رجعو الفلوس اللي خدتوها زيادة انا هستخدم اطلب بس بعد كدا،,
السعر في البون يختلف عن المتفق عليه في الاولدر ثاني حاجه طلبت حاجات واختلفت يعني نقصو في الطلب,
الاكل سئ جدا و الدليفرى بيتاخر دائما و ممكن الاوردر ما بوصلش,
في عرض عندهم ع اي طلب كمية اضافية لم ياتي بالكمية الاضافية,
المبلغ اللي على الابلكيشن مش زي اللي في الفاتورة، اللي جالي كان ازيد ٤ جنيه تقريبا,
جودة الأكل بقت سيئة جدا وآخر مرة كلنا منهم أخويا جاله نزلة معاوية بعدها,
ممتاز,
جيد,
الاكل سئ للغايه,
شاورما مالحة جدًا,
nn,
محترم جدا,
المرة ديه الاكل جه سئ جدا,
الاكل وحش جدا جدا و المخلل جى مع الاكل بايظ,جودة_المنتج
طعم المنتجات متوسط، والشاورما أقل من متوسط. كما أن بعض المنتجات متوفرة في القائمة لكن تكتشف بعد دفع الثمن وقبول الطلبات بأنها غير متوفرة وعليك بقبول بدائل لا ترغب فيها.,
الطلبات اللي عليها عروض بيقللو كمية الطعام اي بيقللوا في وزن الاصناف بمقدار التخفيض,
اسوأ اكل اكلته في حياتي,
طلبت سلطة طحينة وجابو معاها ثومية والاتنين طعمهم كان سيء جدا جدا الحواوشي والمكرونة كانوا مقبولين وكويسين,
الاكل اكتر من سيء وانا و 5 صحابي تعبنا منو وغالي ومقرف جدا,السعر
العيش كله صوص حار,
اول اوردر من المنيوز و اخر واحد ان شاء الله ...اكل بايت و سيئ جدا ... الاكل باين عليه انه متسحن مش معمول طازه و العيش مألحف و بايت و حالته بالبلا و صعب البلع و الكنافة مشممينها ريحة الجبنة ما فيهاش جبنه خالص.,
انا جالي نزلة معوية و تسمم !!!,
هو الطعم كويس بس المشكله ان الكميه اقل من المعروضه بكتير جدا الميكس جريل الكفته مثلا جايه منهم قطعه قد عقلة الاصبع كانها اتاكلت قبل كده فطبعا اترمت والحاجه التانيه الاوردر جاي بسعر زياده عن اللي ظهرلي علي الابليكيشن ارجو تدارك هذه الملاحظات قريبا.,
الاكل كان سخن. والكمية كانت كافيه جدا والتغليف حلو.,
الشاورما الفراخ غير جيدة اما اللحمة جيدة جدا,
زيت كتير في الاكل كله ملح كتير في كل حاجة,
دهون كتير جداً,
الاكل سئ للغاية,
vsry bad !!!,
الساندوتشات فاضيه جدا وكلها عيش بس مفيش مخلل مع الاوردر باقي الفلوس مارجعش كله,
الطعم مش هو خالص بالمره المره ديه والاكل كان بارد جدا,
اولا جالي طحينة بدل البابا غنوج المطعم كلمني لكن العلبتين كانوا مفتوحين و مقلوبين في الكيس و رميتهم,
الفراخ كانت فيها دم لسه ومتغرقه توابل بشكل كبير جدا عشان يداري الطعم واترمت كلها,
بوكس الشاروما طعمه حلو جدا و الكمية حلوة طلبت اونلاين بس الاسعار غالية دفعت 40دلفري و 30تاكس يعني 70ج زيادة علي الاوردر و كمان الصوص اللي بيجي قليل جدا جدا,السعر
فراخ فيها ريحه زفاره جدااا,
لاسف مبيهتموش بالملاحظات التي تصاحب طلبات الدليفري و بيتعاملوا بفهلوة و ليس هناك تقدير للزبون علاوة ع نوع اخر ف الفهلوة في تحصيل رسوم الدليفري في بعض الاوقات بيعلوها بعد طلب الاوردر من ابليكيشن بيعطي خصم بمعني اصح بيستكتروا عليك الخصم,
خدمة التوصيل تتأخر جداً وبدون اسباب بالرغم انى طالب الاوردر يوصل قبل الفطار اتأخر جداً شىء قمة فى الاستفزاز,
الأكل جيه مزيت و الزنجر كارف و الشيش طاووق زفر جدا، عمري ماهكرر التجربة تاني,
اول مرة اطلب فراخ وتيجي وحشة والاوردر مش كامل فعلا زعلان جدا اني طلبت اكل النهارده,جودة_المنتج منتج_غير_مكتمل
الاكل وحش اوي الفراخ المقليه عامله زي الطعميه,جودة_المنتج
كان في حاجة غير صحية في الاكل وخلاني أعاني من الغثيان والقئ بعد الفجر!,
تكلفة الdelivery اكتر من المكتوب و الorder جيه متاخر ساعة و نص و ناقص، الاكل سيء جدا و مش نظيف، اول و اخر مرة تجربة لن تتكرر,منتج_غير_مكتمل
التأخير اكتر من ساعه و نص في يوم صيام شئ غير مقبول,
♥️♥️♥️,
إن تكلفه الدليفري كل مره بتيجي مختلفه وفي نفس المكان هو هو وده للاسف مش كويس خالص,جودة_المنتج
لم يتم تنفيذ الملاحظة بالرغم من التاكيد من خلال الخط الساخن خدمة العملاء غير محترفة تم الوعد باصلاح الخطاء عن طريق ارسال مندوب جديد و بعد ذلك لم يرسلو احد و حتى لم يحاولو التواصل للاعتذار,
طلبت طحينة بدل الثومية و لم يوفرها ف الطلب و هذه ثاني مرة يتم تجاهل الملحوظة بالاضافة الي قلة العيش عن كل مرة,
فته شاورما جامدااااااا,
الكميه ضعيفه جدا ومش نضيفه والطعم سيء للغايه,جودة_المنتج
الشاورما جايه محروقة و عليها طحينه عمرى ما شوفت شاورمه عربى عليها طحينه و مكنش فيها كمان خيار مخلل,
كمية الملح كبيرة ،،،، الاكل مالح جدااااا,
الاكل كان بارد ووحش اوي,جودة_المنتج
مبقاش زي الاول كله طحينه واللحمه و الفراخ اقل,
اولا مش عارف مكان الشركة مع انى كاتب التفاصيل ثانيا بعد اما عرف خلاص مكان الشركة بيقولى فى الفون مش حتروق عليا بشكولاته كادبورى !!!!!! جايبنهم منين دول ؟!,
اوسخ اكل .. حاجه تقرف بجد,
W,
جميل فشخخ بس اتاخر فوق الساعتين واول مره يتاخر كدا معايا,
الاكل وحش و بارد و فاضي,جودة_المنتج
الشاورما كانت هايلة، بس البطاطس جات مش مستوية...,
الكنافه الي طلبتها اسمها كنافه نوتيلا والي وصلتني شوكلاته نوع تعبان ولا ليها علاقه بالنوتيلا,
نفس العنوان اللي بطلب منه كل مرة في الفترة الاخيرة بيطلبوا فرق توصيل ع اساس المسافة بعيدة مش عارف بيعوضوا الخصم ولا ايه الفكرة,
الاكل مكنش سخن و البطاطس قليله,
حلو قوي والكميه تحفه,
الاكل جميل جددا بس سعر مبالغ فيه,السعر
وصل بعد ساعتين ، والفراخ كانت مش مستوية,
ntg,
الاكل لم يكن مستوي,
الكنافه كانت سيئه جداً والاوردر اتأخر ساعه وجه بارد,
الاكل كان حلو لكن الدليفري اتاخر جدا وجه بارد,
كنت طالبة بيتزا تشيكن باربكيو والاوردر جيه بيتزا تشيكن ليه معرفش الكنافة كانت نية ومعجنة جدا,
تحفه,
حلو اوي بس كان بارد شويه ❤️,
التغليف بوظ الكنافه وكان وحش جدا,جودة_المنتج
الشاورما مملحه بزياده اوى,
اسوء حاجة في الدنيا تاكل اتإخر و جي ناقص و فاضي,منتج_غير_مكتمل
الحواوشي كان غير مستوي من الداخل,
اكل كان في حاجه بايظه لان الحصل ده شبه تسمم,
طعم الاكل مقبول لكن كان ملحه زيادة خصوصا فتة الشاورما,
اوردار سى جدا فراخ ناشفة ومتلجة ورز مدلوق وبجد,
- وصل بعد 135 دقيقة (المفروض 75 دقيقة) - الطبق اتقلب و اتعدل اكتر من مرة ، واضح من شكل الطحينة و الرز - المشويات طعمها استغفر الله العظيم الأوردر كله كان أسوأ تجربة معاكم,
الاكل وحش جدا تقريبا الساندويتش فاضي و الصوص كتير اوي معجبنيش مع اني مش اول مرة اجيب منكو not happy at all,جودة_المنتج
قيمة الفاتورة تم تغيرها ،،وزيادة في سعر الدليفري عن الموجود في الابلكيشن,
للاسف الاسعار غير شاملة الضريبة ودى حاجه اتفاجئت بيها,
كان بارد جداً,
سي,
فوق العالي,
shawerma amar ❤,
الاكل وحش جدا جدا و مقرف و حد مقرف هو الى عمله عشان الاكل مرمى جوه العلبة الكرتون و ملزق مفيش ورقة ولا كيس و طعم كرتون و بشع انتوا مطعم قذر حقيقى و خسارة فيكوا مليم اصلا,جودة_المنتج
البايتس ما بقتش زي الاول الطحينه كتير جدا والشاورمه اقل والبطاطس المحمره تقريبا نيه والاوردر جالي بعد 3 ساعات تقريبا,
يجنن,
كان المشروم بايظ,
سئ,
♥️♥️,
اكل ماالح جددددددا,
رائع,
المكرونه النجرسكو سيئه جدا الحشو قليل الفراخ متقطعه صغير جدا و المشروم فتفيت,
تحفة,
الاكل حلو بس جه بارد,
سبايسي زينجر كان محروق,
الشاورما طعمها مش حلو,
الاكل سيء جدا و طعمه وحش اوي ندمان اني اكلت من عندكم و هنصح كل اللي اعرفه انه ميجربش اكلم,جودة_المنتج
رااااااا ئع,
سلام عليكم ،،، بقالي أكتر من سنة بطلب ديلڤري من فرع شيراتون أقسم بالله ما فيه مرة تأخير عن المعاد ، دايماً قبل المعاد من 17 : 25 دقيقة ما فيه مرة طيار مش مهذب أو لبسه مش مهندم ما فيه صنف أكل واحد مش معمول بكل إتقان و إحسان ما شاء الله لا قوة الا بال...,
تحفة جدا طبعا,
شاورما اللحمة سيئة جدا و نشفة و شاورما الفراخ مش قد كدا بس تتاكل,
تحفه جدااا,
حلو جدا كالعادة ❤️❤️,
zi elfol,
الشاورما والبطاطس حلوين جدا الشخطورة حلوة بس النوتيلا مش اصلية لو اصلية هتكون اجمد,
يارد,
اخر نضافه واحترام والتزام بالمواعيد والاكل تحفه,
ممتاز .. كان ناقصه العيش والطحينة تكون اكتر,منتج_غير_مكتمل
الاكل بارد و الحشو قليل,
الشاورما كويسة لكن البروستد كان زفت الفراخ بدمها و طعمها بايظ,
للأسف كانت بردت,
تمام جدا جدا,
الفراخ بارده,
الفراخ سواء البانيه او البروستد سيئه جدا,
سيئ,
تجربه سيئه,
فراخ مشويه زفره جدا وسيئه ونيئة والأرز سئل جدا,
سيئة للغاية,
جامد جدا,
تسمم,
الاكل الملح فيه عالى قوى قوى قوى,
ساندوتشات فاضية و باردة,
السندوتشات مش مكتوب عليها اسم كل واحد ايه سعر التوصيل مع ضريبة كبير,
الفلافل زى الزفت ملهاش علاقة بالفلافل السورى و الاوردر ناقص اتصلنا بالمطعم قال هنبعت الحاجة الناقصة بس قفل و الكول سنتر بتاع المطعم منتهى قلة الذوق لا انصح بتجربته خسارة فيه الفلوس اى كلام,منتج_غير_مكتمل
زي الخري اقسم بالله طلبت الاوردر جالي بعد ساعتين و نص بارد و زي الخري اقسم بالله اوسخ من الوساخه,
الاكل وحششش اوي اوي وجاي مدلوق علية حاجة مش عارفة اية هي والفراخ مش متبلة حلو حاجة صعب بجد,جودة_المنتج
زي الخرا,
الاكل بارد ومجلد,
