comment,complaint_cluster
Bread not fresh. Patty too thin for the bread,
onions was smells very bad,
order came late,
delicious burger sandwiche 😋,
the sandwich and fries were cold and soggy,
"Not significant , good price , sandwich quality is average",
The fries and the sandwich weren’t hot,
Thanks for responding and dealing with the problem,
Disgusting the worst burger I ever ate it was rotten inside,
Always as expected. Very good quality according to the prices. One of the best burgers you could taste in this level.,
everything was more than perfect q11,
food was good but the driver's behavior was bad the order coasted 300.45 so I gave him 301 to give him all his rights then he treats me bad for doing that get this driver out of elmenuse,
Fries is very bad,
low quality sandwitch,Quality
،order was late very late no fires and only 2 sandwitches out of 3 worst experince in my life never gonna use menus again,
"The captain stopped at many stops, and the order was so cold. totally bad experience and sure will not repeat it.",
friskis are burnt !!!,
"Very late delivery , food was so cold",Delivery
The food was good but it was cold,
the driver was very nice and decent he is a wonderful man the food was delicious 😋 ❤️,
"definitely one of the best experiences with willy's kitchen, 10/10 thank U",
"order was without the drink, other than this everything is okay",
the second drink didn't arrive,
The bun was stale and the burger was overdone. Almost burnt and stretchy,
Cheese was awful 😞,
Lots of black pepper in the sandwich. Not very much tasty. The wedges didn’t have any spices on it.,
Burger is perfect but the fries was cold and very small portion,
The food was cold and the soda popedin my face,
"app said estimated arrival at 1:49. the driver arrived at 2:15. also, the customer service on the app was far from useful.",
"Delicious burger, good portions",
Late delivery and the food was very cold !!!!!!!,Delivery
The honey mustard sauce was missing,
It was really bad and I wouldn’t recommend it to anyone As ususal french fries were not fresh Sandwich was not that good Overall a bad experience,
amazing as usual with very reasonable pricing,
we love the food . But always came cold,
It’s perfect !,
Order delivered an hour late cold and tasteless,
More than amziiiiiing 😍😍😍,
Both Nachos were good but the strips and fries were a nightmare,
Chicken piece is soo thin and dryyy and refried i can hardly bite and chew it!! So disappointed,
b8g union alot of souse,
"issued complaint through chat on delivery being as he went to drop another order far from my place after picking up from the restaurant. and the ordered i received is cold & messy all the fries and appetizers were thrown out, and drinks splashed due...",
Chicken was received instead of burger,
i order nacho bbq sandwich but they forget to add bbg sauce to the sandwich so it was tasteless,
"The order took so long to deliver, the restaurant is 10 mins away.",
Late,
Burger was bad and not well done,
the robo answer time is wrong and has no actual solution just there to waste time. food arrieved 1.5 hr late dipping pacaked broken and flipped in transparent bag the driver can see through it.,Defective
sandwich was freezing,
very tasteless for a burger called tastey or whatever,
all good,
cold fries,
"Super tough and old chicken, salty, uneatable, and disgusting..",
Missing fries and late,
food was cold,
"good food, good quality and different one , good experience",
Cola always comes without soda due to the delivery circumstances,
He was amazing and very polite and kind😊,
food was good but the delivery was too late,
Fries were not good enough,
Didn’t receive the order,
"Chili Chili was amazing. Smokehouse BBQ is progressively getting worse—trash ""beacon"". The Burgers were mislabeled on the wrap and this is problematic with a chili and non-chili sandwich.",
good and really tasty,
Basterma was sooo bad,
Food was SO LATEE!! But driver was amazing,
the order was cold,
The order arrived very late and the burger was very cold and no fries,
missing item sauce(honey mustard)with chicken strips,Missed_item
barely any chicken in the sandwich and my mom got food poisoning,
got a very bad stomach ache after i ate the nacho,
bad fries,
Order is wrong,
I order every night but yesterday fries was cold,
Fries was from 3 days ago i think,
Didn’t receive fries with the order!!!!,
Horrible elmenus service. Poor technical infrastructure and ridiculous failure at solving problems.,
Absolutely wonderfully,
i got the wrong burger,
Fries not nice,
Came cold,
Everything was perfect,
"This is the second time I’ve had an awful experience here. The food was shockingly cold, the sandwiches were a complete mess,falling apart and soaked through and everything tasted bland. It’s like no effort was put into preparing it. To make things w...",
The sandwich was good but the fries wasn’t good,
Fries was little in quantity,
I didn’t like the burger taste,
"The buffalo chicken nacho wasn’t fresh. It’s like, it have been previously cooked and they refried it the chicken had a weird taste in it and was smelly. The nacho wasn’t fried well and too soft. The hickory one lacked filling. It’s mainly onions an...",
Driver was so good attitude and apperance,
"The sandwich usually comes in perfect condition, however this time it barely had any chicken in the sandwich & the bread was so deeply fried that you couldn’t even taste anything. And the order came 1.5hrs later ( courier said the restaurant took lon...",
fries was soggy,
I got food poisoning from it. Worst experience ever,
awesome 👍,
fries were a little burnt otherwise the food was good,
no gloves or wipes were provided !,
I got 2 sandwiches wrong,
very good quality,
You should put more sauce inside the sandwich,
late delivery and cold food,Delivery
Driver needs to be fired,
Order was cancelled due to driver delay,
The worst ever,
Late Delivery Order quality onion rings is disguised,Delivery
Soda was so warm and the sandwich had very little quantity of the real tasty sauce,
The chicken was very very dry,
Took almost 2 hours to arrive because the food took 1h and 30 minutes to be cooked,
"The chess Jar is very bad, the call center is not responding",
The nacho cheese tasted like watered-down motor oil. It’s the worst thing I’ve eaten! The food was cold the fries inedible. I will never be ordering anything again.,
the order was 1 hour late and received cold,
I found a weird object in the shrooms sandwich. Looks like a twig,
Too much ranch that the sandwich was extremely soggy,
bacon was raw not cooked,
The chicken is burned and fries taste awful,
the wedges were burned and unseasoned,
"I didn't receive the order, and they told me that there is no driver available to deliver it after I have been waiting for it more than 1 hour",
"Order is very cold, never order it again",
I DIDN'T GET MY ORDER,
Not bad,
The burger layer was well well cooked like it taste burnt not barbequed,
The chicken inside was too dry hard to eat Too much hot sauce Potatoes not seasoned Ranch sauce too hot,
Bad taste bad burger no taste sauce,
"Burnt Hot Dog, unseasoned wedges 👎🏽",
Quality of bread isnt good at all,
"The mushrooms were too little, also, it was spicy and we didn't order spicy",
Food was cold. Bread wasn’t fresh,
Perfect,
Fries wasn’t good at all,
2 hours late Very cold food,
The sandwich was a miss,
Curly fires are the worst ever,
Taste,
"Suggestion, the Natcho to be toasted instead of deep fried",
The food was cold,
"Soda drink needed to come cold. Food was good, wedges fries was okay",
The burger was old and cold and the fries were so salty and stale,
"too cold, not enough fries and bad onion rings unlike the previous order which was perfect",
The food was warm but could be hot,
the fries bayta,
It’s always good. Very messy with a generous amount of sauce in the sandwiches. I would prefer a fuller sandwich with even veggies to fill the bun up,
Never came after 1.5 hours,
fries was too cold,
my order was double but recieved it single,
Missing fries,
Bad,
"inedible, made me sick",
Fries is old,
There was no cheese no bbq tastes really bad,
The burger was a bit burnt.,
Very late order.. food came cold and stale and the drink hot… driver picked up the order and then went on to drive around (probably delivering other orders) untill he suddenly changed the order status to “on the way” when he was almost at the deliver...,
I ordered nacho buffalo chicken and i got the wrong order it’s beef!!,
"very poor sauce,salty burger not juicy",
Delievery delay,
The fries was cold and tasts not good,
the fries was missing,
Fries was very cold and tough not fresh,
"Fair price, good quality and polite delivery person.",
Burned burger,
good,
The delivery man was very respectful,
the sandwich was tasty but the strips were so bad,
worest taste ever,
cold and tasteless,
Order was cold,
Portion of onion rings was small,
I was poisoned!!,
Very small amount of sauce in the sandwich,
"ignored the instructions, asked for a big willy double without american cheese & tomatoes, and it came with both. Please take these requests seriously as some people may have allergies.",
"Driver was decent, but the order came so so late, food was cold, the cola wasn't diet (that was really terrible for a diabetic customer)",
Late on prep operation,
There is nooo way that is 200 gm piece of burger i ate the same sandwich from the restaurant and also ordered another sandwiches from here alll ar much bigger,
The fries very bad taste and included black rubbish from the oil,
prices goe's over acceptable .,
Fries was very bad and oily but sandwiches tastes good,
2 and half hours to get my order and got it cold .. tasteless .. great service !!,
"Took around 2 hours to be delivered and estimated time was 45 minutes,so disappointing",
Took too long to be delivered,Delivery
Bread was not fresh as well as fries,
Fries were super dry.,
Fries is very very hard and reheated,
The sandwiches were burnt and bitter,
The bread was stale and the meat was a little burnt,
"food was ok, but the soda was missing.",
order came missing fries,
Order has missing items and was very bad,Missed_item
The food was cold and all the sandwich ingredients were not fresh it was like it have been made 2 days ago,
found a piece of paper in a sandwich and the other one's bread bun was outdated,
Bacon was not cooked well,
"The fries are very overdone and almost burnt, and the entire box and burger wrapping is very oily and disgusting.",
very juscy,
the fries 🍟 wasn't good at all and the sandwich came cold,
Very cold for the second time,
I got diarrhea !!! The taste was awful !,
Last time ordering on elmenus,
fries were cold,
fries were like 8 or 10 fries in the package it’s not a child meal!!!! the burger was over cooked and very dry and bacon is chewed a lot.,
too late delivery,Delivery
Food was great but I received 1 incorrect item,Wrong_item
Delivery’s always late :),
Barely had any sauce in the sandwich!,
Too much onions in the sandwich it covered the other tasts,
"Not hot , not juicy",
"Fries ,, the worst I have ever had",
Order was missing the chips.,
Bread was not fresh,
The nacho chicken sandwich is insanely good!!!,
food was cold and soggy and took 1:30+ hours,
Food was cold and burger was not juicy and was not delicious,
Perfect 💗,
Very old breed like wood,
Sandwiches was very bad,
"oversauced, cold and dry mess. everything was falling apart. horrible",
Delivery time was outrageous,
Missing one cola and fries was so cold. when i contacted the delivery guy he said contact the branch and then the branch told me to contact elmenus,
Old and stale fries and bread.. horrible experience horrible food,
late,
Order missing my Cola,
spectacular experience keep it up 😍😍,
The food was not well cooked,
"Fries is too cold ,,,, Need to be at least warm",
"The food was so cold although it took more than the time expected with about 1 hour, also the cheese sauce tastes like paper it doesn’t have any cheese taste in it.",
Quality of chicken is bad not Fresh and well done very disappointed,
No handkerchiefs and gloves with order,
good but not as it used to be and also costs more than it's value,
"Food was ice cold and super dry, I understand it might've been the delivery's fault since the food arrived really late.",
the food was extremely cold and the double offer arrived ith no fries,
My strips was missing the honey mustard sauce,
I wouldn’t recommend this wrap at allllllllll Too many slices and sauce The burger didn’t even exist Horrible one,
The worst food eveerr,
I didn’t take my order,
Tasteless and cold,
fries was very bad and old not fresh,
Very cold,
"Food was very cold, i provided El menus support with an alternative address yet the guy went to the wrong location as no one communicated to him the new address",
order not delivered,Delivery
Very bad experience,
The order got canceled after i waited for 2 hours,
Order not delivered,Delivery
the driver took the order and moved to the opposite direction of my location and gave me the order after 30 minutes than expected,
45 min late delivery… so disappointed,Delivery
"Fries are cold, meat taste really bad that it doesn't feel like meat.. and overall it feels like a burger made with neglect.",
"Cold food, late delivery, too much sauce.",Delivery
"An hour and a half waiting, food came cold, missing sauce packet",
"Nacho was soggy, buffalo chicken wasn’t sufficient, and too many cheese!",
"the food was a bit stale not fresh and not hot, however taste was good overall",
Taste and quality is very bad,
"Sandwich was too dry , the burger wasn’t juicy at all and deliverey came too late",
I ordered a double patties 140 total 280 I got sandwiches 200g,
order was cold,
perfect,
Order was late and driver took many long routes hence order delivered cold,
late and cold food,
very bad quality,Quality
Bad experience,
There was no order.,
I didn’t get my order,
wasn't hot,
The fries were tasteless. The sandwich was perfect.,
double the eta time for arrival what a joke of a restaurant,
The driver asked for extra money,
Food was spicy and I didn’t order spicy,
Everything was good except the fries and the packaging,
I said with no jalapeno and there is jalapeno,
very bad experience,
I didn't get the order and I have waited 3 hours and no one answering!!,
Did not receive my order i need a refund,
Too bad taste,
I didn't receive the order nor the money,
Not a fresh one,
Cola arrived with a different taste than what I ordered.,
I order the order around 4:40 pm and and i choose to be delivered Now and the estimated delivery time it was by 6:06 pm but it’s delivered by 7:10pm. This not acceptable very bad service. There’s always delay in the delivery time whether it’s Ramada...,
The order was incomplete,Missed_item
order closed on the system before actual delivery. this is not the first time this happens.,
"1 hour late delivery, cold food, missing sauce, food out of its packaging (strips and fries",Delivery
I didn’t receive the chicken strips and you took the money of chicken strips,
Bad fries,
Food was super late and cold,
more portions,
Excellent order,
"i asked for no jalapeno, burned my stomach",
i got food poisoned and my stomach hurts after eating!!,
I received everything not properly packaged and spilt. The cheese dip had weird dark things in it and the salsa was only dry minced meat.,
The order came wrong and the support can’t reach the restaurant and they can’t help nor refund the burger’s full price حسبي الله,
The food was too greasy and it was so salty! HORRIBLE experience 🤢,
The bread was dry and the sauce was a bit salty,
By far the best burgers in egypt!!!,
the order was missing 2 medium fries. the delivery man said to contact the restaurant and that it was out of his hand. the restaurant still has not replied.,
Fries portion was soooooooooooo little,
Tastes awful,
very bad,
Didn’t get cream soda,
The fries were bad it was cold and dry the packaging was not clean overall bad experience,
The food was good but it was missing fries sauce,
The driver eat my food!!,
Good experience,
so good fr,
missing the fries sauce & late,
"This place should shutdown, totally disaster 🤮🤮 burgers are with plastic sticks & rubber stuff it’s not true beef at all what a shame we had put the whole order in rubbish won’t recommend this place ever",
My only comments are the delivery was very late as it came after 1 hour & 30 mins and I only ordered appetizers it should not take all of this but overall the food was great but the jalapeno fire bites’ portion was less than normal,
It was really one if the worst experiences .. I ordered willy’s at 5 pm and I delivered my food at 6:30 pm !!! When i called the delivery man he clarified that he was in the branch waiting the order for 45 mins i told him that i beed to call anyone i...,
Order made but branch didnt give it to delivery very bad review i dont recomend ever ordering from elmenues 2 hours now i didnt eat,
Cold and late,
"i get wrong order, how is this!!!@",
"The sandwich description states that it contains jalapeños, but it was served without them.",
Test of food is not good,
Too much bbq sauce,
the bread was awfully soggy and the food was dead cold,
Food was cold,
Feh sandwich na2s,
Order is so cold like the cola,
Cold brown little potato chips as fries. Sandwich was under sauced. No napkins or gloves. Definitely something was wrong on that shift/day.,
soooo lateee and cold,
Such a dry sandwich with no taste and no sauces Sooo dry and worst sandwich i have ever eaten,
"Delivery was quite a bit late, hence why the food arrived cold. I hope they can find a way to remedy that. otherwise, it would've been great. I've ordered before, and they are great.",
Order came cold,
"the food was cold and tasteless , very late",
"Food arrived cold, the fries were frozen solid",
Smaller,
"the burger was overcooked,.literally burnt. delivery was very much delayed",Delivery
Was cold too,
Don't order through el Menus app as they deliver orders late by 1 hour from the estimated time,
The food was cold and the driver took too much time about 30 mins more than the time and he was appear in the map that he didnt came directly from the resturant,
I need to talk with customer service manager of willy’s or el menus ASAP,
it's very bad,
Order is too bad .. delayed order more that 1 hour delay Packaging is damaged.. too cold food Worst experience,Delivery Defective
Fries bayta w mtaleggggaaaaa Sandwich below average,
"The French fries potatoes aren't fresh, as if it was reheated more than once",
burger was over cooked and nacho wasn't able to get in hand it was messy .,
Some of the food was cold and the fries was very bad,
Order was very late Food was very cold Made a complaint to reorder my food Ahmed helped me alot But this is not acceptable the food should be delivered in the time that is estimated by the application plus the food must be hot,
"This is the second time I order the sandwich and fries offer, and the fries came HORRIBLE every time.",
The burger came a bit burnt,
order was very coldddd,
Sandwich came 150 g No ranch sauce,
"the Chicken Nacho was full of the chilli beef and cery little chicken, not tasty at all.",
Food was extremely cold,
Food came cold,
The order came without fries and very late as well ??!!!!! Totally not accepted,
Cold Food,
too much black pepper on burgers,
"Worst service ever. Aside from the food being late for over 2 hours, the Willy's representative was absolute trash. 0/10.",
"The fried potatoes were stale, not fresh, shredded in bits and pieces, couldn’t eat it .. The sandwich was cold not prepared as usual.. :(",
cold and late and worst experience,
Worst experience ever,
items are missing and the support is horrible from elmenus app,
The Nacho wrap is a great invention!! Smokehouse BBQ burger was also delicious!! Wild West can be better if chicken is thicker and juicier.,
"Amazing. Food was a little bit cold & fries were too crispy, but everything else was great.",
Driver was very polite and decent.,
Too cold and too late,
Didn’t receive my order,
No covers,
Super late delivery the order received after more than 2 hours without any valid reason,Delivery
"The worst delivery time ever. The order arrived after 1.5 hour ,,,,!!! Is that normal ,, the food is too cold",
very poor ingredients ..needs alot of development in the quality and taste,
Cold,
Average and overrated,
The blue cheese sauce is zero,
"All the Food was cold, I ordered soda I got Cream soda instead",
This was the worst order i have ever recited.. food tasted so bad as well as the soda.. the soda tastes like runined jelly cola that has been in the sun for quite a while. Definitely very pissed from that order. You guys are a fairly expensive resta...,price
Not as expected …cold and fries awful,
The jalapeño was expired and smelled bad almost made me vomit,
The packaging is very bad the bags are cut and cola spilled,
I ordered a honey sauce and for the second time they didnt get it and i paid for it,
no fries in offer,
burger totally tasteless,
Delivery is late,
food was so cold,
Overall was a bad experience,
it was good but cold,
price was way over the told on application while checkout,
Burger was burned very bad quality,Quality
"Great food, love the burgers, fresh ingredients and tasty sauces!",
Sandwich was burnt,
Cold order,
not as expected and burger is not coocked enough and even sandwitch toppings almost spoiled out !!!,
missing fries,
"The order was wrong and they should have contacted me about it, but I didn’t receive a thing yet. Might be last time I order",
Delivery took so long ( 2 hours ),
"I belive willy is the best burger restaurant, but it happened two times, that the chef increased the amount of black pepper in the food, not so good",
"The cheese fries were tooooo COLD, and LITTLE",
Raw strips 😷,
They gave me the wrong size to the burger they gave me the 140 gm and I ordered the 200 gm one it’s so disrespectful and it’s an awful experience!!,
"we ordered Willy's nacho burger and we received a buffalo nacho instead. and the hickory nacho had TOO much onions, it barely had any other filling. the friskes was cold and barely edible.",
"potato not fresh at all , burger not fresh , have alot of salt ,mashroom quality bad , bad experience over all",
This is not what i ordered!!!,Wrong_item
The worst Burger ever,
Awful!!! What happened to ur quality guys,
I got my order missing an item!,
Amazing,
the courier was late and the food was cold,
The food came very cold,
"Delicious food, thank you for the very good taste and service as well.",
order take too much time over 2 hrs to be delivered and the reason we cannot connect to the call center but once delivery get it its just 10 minutes,
no premium cola with order and it's not acceptable,
The sandwich wasnt good at all. It was cold and the it wasn’t fresh,
Order was cold and burger was not fresh,
order took long to be done,
missing item,Missed_item
I got a receipt with 245 egp while the app gives me 293 ! Why,
the fries were not good,
Very late delivery and the food was too cold !,Delivery
the restaurant takes a long time to prepare the order ( over an hour),
The jalapeños on the sandwich was very dry and the fries were cold and didn’t taste good and it took alot of time to be delivered,
"Tasteless, poor quality ingredients Cheap burger with good portion , avoid if u seek quality",Quality
Food was cold and late,
Order was good but portions are small specially the fries,
The food had hair in it,
Took too long,Delivery
"Very late delivery and the food was very cold, i bet that the food was out for at least 2 hours",Delivery
Very ggod,
There is no chicken it’s only breading!!! And it’s even burnt Not fresh at all,
They abruptly decided my home is not within the delivery region despite them delivering to me before.,
"very bad experience , used to be an all time customer now i am done, cold food delivery gets to you in 90 minutes or more while your 10 minutes away, very unprofessional",
food was delivered cold,
I ordered the sandwich without onions and came with onions Also I ordered jalapeno and it was not added The order came so late and was so cold,
the food was cold and the breed was burnt,
The sandwich was good and hot but the fries is so cold and tastes really bad,
Driver was very polite,
"very late delivery from the restaurant itself, NOT the driver or the delivery man. very bad restaurant 👎👎👎👎👎👎",Delivery
Smokehouse bbq (it’s not a meat) Ranchie crunch(tasteless) It’s really bad experience,
"Fries were very cold, oily and soggy",
Order very cold,
"The food was bad and very cold an the fries wasn’t fresh, I’m not going to order it again",
Order recived in time but the burger was completely burnt not edible.,
"delivery came very late,and food was very cold 🥶",
The order didn't arrive,
Order came cold and didn't taste good at all. Disappointed,
Food was cold.,
"Taste not as expected, I don’t like it",
cold food,
order came cold,
First of all the food was coooold and wasn't the the driver fault ... the onion rings was bad in taste and texture.. bad fries .. the quality of the burger sandwich is medium.. the batty color was strange and dark,
He was very very rude! I literally wrote my address in details on the application and explained to him exactly how to reach on the phone yet he called me complaining and telling me “enty bt3mely feya keda leh” what the hell is this? And he was like “...,
i order the offer with fries and it came without it!!!!!!,
order missing items,Missed_item
"There was supposed to be two drinks, I have received one and told the driver to report to the restaurant and nobody contacted me.",
"Driver didn't have change so he went down to get some, Awesome guy ! :)",
"Didn't give us gloves, and th fries packet was half empty...",
I ordered the burger 200 gm and it came 150 gm I payed extra for this and I didn’t get the right order,
the order came missing an item and no reply from the restaurant,
Vomiting,
I got the order without the sauce or the cola and the sandwich was extremely bad it didn’t include buffalo sauce and it was extremely cold also the fries tasted very bad and it was cold. I didn’t eat the food and I called the restaurant to change it,
2 hours for order,
Nacho burger was good. Fries were so bad,
arrived very late and very cold,
Sandwich was cold,
This wasn’t my order,
Fries were very bad,
late delivery & very cold food,Delivery
The sandwich was very sloppy 🤢,
Very poor customer service! And order takes 2 hours. Never again will I order from them,
Delivery took 2 hours,
The fried chicken was very old and dry....fries were ok,
I hope you’re doing good Thanks for the delicious meal tonight,
"This is simply my opinion. I only think the restaurant focused too much on how the food looks rather than how it tastes. The food definitely was a sight for sore eyes, it looked amazing, but the taste wasn't all that. Would still order again.",
I didn’t eat it it’s horrible sandwich it’s not food,
Sandwich wasn’t hot enough,
"Chicken sandwich was over cooked, chicken was burnt",
food was not hot,
L fries barda gdn gdn,
"For the first time there is a difference in food quality from Willy’s, I order regularly from there but this time all sandwiches are dry overcooked to the degree of burnt, with no taste, not juicy as it used to be.",
"Late delivery by 30 minutes above the EDT, Freskies fries are cold Missing thousand island sauce",Delivery
Delivery time and it came cold almost,
Worst app ever… why would delivering a burger would take 1:30 hrs to arrive. In addition cold food and wrong items.,Wrong_item
waited for 2 hrs to recieve my order,
"Very bad packaging, the salad box was broken and the cola bottle was leaking, it was a huge mess",Defective
But the order got delayed and was not delivered at the correct time,Delivery
Missing the drink,
I didn't get my order. Where is my order,
Very bad order and was missing an item which I already paid for will never order again that bad quality of food !,Quality
Onion ring had the breading away from the onion and didnt taste nice :/,
All sauces were spilled and food was cold.,
It was too cold,
fries is too small,
"The bacon was overcooked , onion was not fresh",
I ordered chicken they got me beef and fries was cold,
I received order late 3 hours it was soooo cold,
Very slow delivery from elmenus,Delivery
the fries could be counted and they are under 15. So it is very overpriced,price
Kan tmam bs al meat feha fats kteer,
fries was literally cold and very small portion. The sandwich was delicious,
the order was a missing a drink!!!,
I received the order cold as usual,
the food was very cold when I received it and the delivery took 2 hours!,
"After an hour from ordering, order was cancelled for no delivery men available, my question is why would they accept the order if noone to deliver and cancel after a whole hour while I would have ordered from any other restaurant?",
"The bread was burnt, and the jalapeno was very dry.",
"very very late delivery all the time and without excuses, no communication with their drivers. Plus, after being one hour late the driver was extra rude. really not recommended to order as they might have perfect food, but u have to wait ages to get",Delivery
"Special instructions ignored, packaging, order temperature",
Very cold & fries portion was couple of fries !,
small portion jalapenos cheddar poppers,
the food was burnt,
I order willy zero soda and I received a bottle of water,
The nachos was missed The burger is burnt & not juicy Cold fries,
food was very cold,
The order came without the fries,
"Dry burger, cold fries",
"I thought it would taste good turns out it has taste but not good and not bad also its neturel to me to be honest, and the fries weren't really good they were tasteless I thought I would give the place a try to see if the food was nice.",
the food was too cold,
Cold. Onion rings soggy. Almost no cheese. Hard bread.,
The chicken was not fresh,
The restaurant was very late. Willy's always has a problem on weekends.,
Very very bad and poor taste really awful and expensive,price
"they ignore special requests, and the aftertaste is not good",
"The delivery of the order was slightly delayed, resulting in the food being delivered at a less than optimal temperature. Additionally, the quantity of potatoes provided was insufficient.",Delivery
"That’s the worst time I’ve got an order from willy’s. The bread is old , the meat is cold and burnt with no taste all the contents are old and cold Really gross",
it was better before i found a thread in the sandwich,
Fries is cold and burnt,
potatos not delivered,Delivery
the food was very late,
Order was spilled and missing a sauce and fries And didnt taste good,
Very rude driver,
"best food , slow delivery",Delivery
Literally 10 fries per pack,
Raw chicken and weird plastic taste,
"Chicken almost not there all breading , very tough and sandwich was cold",
Toooo Salty!,
The sandwich was very bad and the chicken so thin and dry and sometimes it’s only breading,
the fries were soggy and didn't taste good at all the bun was burnt in one of the sandwiches the brooklyn shrooms burger was really good tho but the rest were disappointing,
"burger is great , order was delayed fries was cold",Delivery
"Nacho sandwich not tasty and smaller than before, I am not satisfied this time",
Wrong no fries,
order got very delayed despite several follow up,Delivery
Driver was so polite,
Food was cold and awful,
"The Smokehouse sandwich was so good, the burger was delicious and juicy, the cheese, beef bacon slice, onion rings, and bread were delicious, only the onion rings were not fresh, but the mix was awesome.",
2 sanwatch same size..thanks,
it was burnt,
Thanks for Very fast delivery and delicious food,
Cold potato’s,
The bacon was very cheap and chewy and full of fat The meat was so dry and poor I asked for the sandwich without tomato and lettuce yet received with all the above,
I ordered a runch souce and didn’t receive it!,
"Soggy chicken strips, very small pieces and missing blue cheese dip!! Fries tasted HORRIBLE and the amount was ridiculous",
Really amazing,
Only 1 fries is comming,
I didn’t eat anything yesterday but this order and I am dying of stomach pain.,
Bravo,
"Frizz Tast was very bad , overall sandwiches was not tasty as per the price, support team was so unhelpful through the application, Auto reply was unhelpful at all, when finally i reached the support team they were unhelpful and they didn’t help me a...",
Horrible sandwich with no sauce or cheese. Avoid this resturant,
it was very bad,
The chicken was extremely dry. I couldn’t finish the sandwich,
Little expensive,price
i used to order from them but last time food was disgusting,
Less than normal ( fries),
so tasteless,
Low quality tasteless meat. I did not like it at all!,Quality
The food not fresh The quality too bad First & last order not recommended at all 🤢,
The burger batty and the bun was burned,
didn't receive the order,
The portions need to get bigger,
the 🍟 fries wasn't enough and wasn't hot,
The portion of the chicken strips was small but it’s delicious,
Terrible experience They brought me wrong sandwich I have order peprezi and what i received was burger sandwich plain with cheese sauce only this is my last time ordering from this place,
I didn’t get the order it came after 2 hours and very poor customer service from your app,
Very good,
the order came late 45 mins my order came missing 4 items,
The fries aren't fresh but the burgers are great,
the bread was soooooo bad it was hard as if it was made 3 or 4 days ago,
"Every single fry was burned with some even having a black hue and green color, probably mold",
They changed the drink without getting back to me,
Burger GREAT. French Fries HORRIBLE.,
1 hour late,
estimated delivery time was around 20 minutes it took 40 minutes or more,
"That fried burrito was Exquisite. they kindly fulfilled my non-jalapeno request & it was gr8 4 my faint heart. there's still a little zing in the chili, but the caramelized-to-perfection onions balanced that very subtle heat. the s'mores were gr8 2👌",
I ordered wedges and received regular fries.,
Great choice,
driver submitted that he delivered order however he was 10 min away,
Fries was missing,
The food was burnt: Bread was very hard and burnt Onions weren’t caramelized they were burnt and tasted like burnt seaweed. Fries barely had cheese on them.,
It was the most disgusting order that i have ordered from willy’s the bread wasn’t near fresh the meat tasted bad and it had the worst smell I could’ve ever smell in any order plus that the order was very cold and so expensive. I am very confused fro...,price
"The onion rings & fried mashroom r so salty in addition to the spices on it made it even saltier, chicken strips are too dry & the spices used either full of msg or u use more msg in both cases it makes it bitter after taste as u know msg effect, las...",
Fries needs spices,
"the worst part was the late delivery, and his call to verify the apartment number afterwards. otherwise, the food is really good and the portion is OK.",Delivery
"didn’t have any change and had to make me walk and search for a supermarket, and the food got cold!",
missing item from the restaurant,Missed_item
"absolutely horrible, soggy and wet mess with a very overcooked burger.",
"The taste is definitely great and the bread is excellent, but the mushroom pieces are very little, the amount of sauce is little too, and the thickness of the burger is very thin 😔 Also, the delivery man doesn't want to go to the fifth floor😕",
Unacceptable delivery times and dishonest and useless support.,
Late Delivery 2.5 hours to deliver,Delivery
"Order arrived an hour after the estimated time , support refused to cancel the order and didn't get to eat in my lunch break because of the inconvinence",
Missing items from the order,Missed_item
the,
Strips not good,
Delivery times aren’t accurate at all please work on that but food is amazing,
too expensive!,price
"the food arrived very late, the taste is very bad, the fries are cold and uneatable the chicken is tasteless and the burger is the worst ever",
"Fries was so small i could’ve eaten the bag, but dilic 👌🏻",
Missing,
Order missing,
the fries 🍟 wasn't good,
"The burgers i ordered were without veggies that was my mistake for misreading, how ever the quality of the beef is impressive, yet the salt was a bit overdosed. However the other sandwich that did have regular ingredients such as lettuce tomatoes di...",
"Tasted like shit, everything was cold and order came after 2 hours, even the cola wasnt cold",
Took longer than it should take,
It was the BEST fast food restaurant experience. The portions were generous and the cream soda OMG!,
the food didn't come,
food was 40 minutes late and the order was cold,
highly recommend,
Everything is great,
Delivery is very slow 1:30 mins,
Burger was drowning from the outside in sauce. Chicken fingers were stale and visibly old.,
Very very late delivery,Delivery
the burger was raw,
No saice and no fries,
Delivery man is very good but the order took more than 1 hour to arrive verrryyy latee,
It was so delicious and perfect and I really enjoyed the meal 😋🤍,
"the order came after 2 hours!!!! and it's very colddddddd !!!! and the taste is really bad if I knew I wouldn't receive the order, the worst experience ever",
Order wasnt delivered to me!!! Very bad service and after 2 hours no one delivered my order!!!,
Cheese fries came with only a tea spoon quantity of cheese,
got food poisoning...,
Pepperazzi sandwich came Brooklyn shroom,
"Hello , I order the Hickory bbq nachos sandwich but I received a different sandwich",
The,
The sauce of the fries is not there and this is not the first time,
bread is not fresh..burger quality is not the same as before..poor quality,Quality
chicken was so dry and cold! freezed fried chicken taste!! friskes fries portion is too small,
It was so good and hot and,
I received the friskies fries without any sauce with it,
fries was horrible. delivery was late. driver was respectful,Delivery
missing item!,Missed_item
Burger sandwich was not hot and Willy’s cola was not cold,
"chicken breast was very very tiny and the bun was very big i was basically eating bread only, quality used to be better but this time was so bad than ever. not ordering again.",
gloves need to be provided and more fries,
