comment,complaint_cluster
I stopped going to mince long time ago. Zero hygiene. Caught hair in my food 3 different times/ 3 different branches and i find insects on the tables every time i visit the heliopolis branch.,poor_hygiene
"For me mince is on top of my list for any burger restaurant in Cairo. My favorite is ""The Mexican"".",
The burger was delicious . It tasted like real burger. Hot dogs are also good but the bread was a bit old. Overall really delicious!,
I have a good experience. Burger was amazing.and French toast was woow,
"My favorite appetizer there, too bad I don't find it when I visit them as they don't have the waffle fries all the time and they make it with regular fries.",
"Something is wrong with their burgers. It used to be very good and juicy, now it almost seems like they care more about looks and packaging yet it tastes like pure cardboard.. Not ordering again",
Simply Over reated maximum 1 star,
"The food tastes really good and it doesn't take much time to be made but the service is really too bad and it costs alot of money, not so really good experience I won't eat there again.",
Nice clean and I suggest if you are hungry getting and large burger not the regular,
Mince is getting terribly awful day by day.. quality and taste is going down..,
We love every single bote of mince ... Our ALL TIME FAV !!!! Ya gama3a a7la burger bla monafes .. The portions are huge .. W kman 3mlo sliders llnas ely bt7b tnmnm fl akl .. And they are just as amazing as the original sandwiches .. Negy b2a ll appet...,
Average burger. Awesome desserts (especially Elvis) and appetizers.,
"If you appreciate mozzarella go for the Mozza Burger, its everything <3",
"I used to love their burgers, but quality is going down and too expensive for ordinary burgers!",high_price
The burger tasted good but it was over priced and very small portion,small_portion
Their Elvis french toast is amazing,
Love this place ..comfortable and the food is so yummy.,
"Ordered the LA hot dog at their Nozha branch and it was very disappointing. The bread wasn't fresh and tasted awful, the toppings were very scarce. And I wanted to order their waffle fries & they told they only have the regular ones. Service was slow...",order_delay
"Nice service, nice place, big portions. i have been there more than one time ... But my friend got sick after her third visit . I dont know why, but for me i adore this place",food_poisoning
"Not bad and not amazing, just average",
"Used to be one of my favorite burger places. But like everything that starts out great in Egypt.. I'm very disappointed with the decreasing level of ALL the food. A couple of months ago, during lunch in heliopolis branch... the burger buns were burnt...",wrong_temperature
"If you've tried Wild burger, don't try Mince and vice versa. Typically the same. A little overpriced. Overrated. The place itself was the best thing and the service too. (Nozha st. Masr ElGededa, branch)",high_price
Over rated and over priced small portions,small_portion
"My favorite burger in town. And their Elvis! Perfect! But they burned the toast once, and served it to us anyway... There's noway the chef didn't notice the burned part.",
It's a very good hamburger but the French fries is very expensive compared with others,high_price
"I really like it the place is very comfortable and lovely the food was soo delicious, The waiters are friendly and lovely. It was a lovely and great experience. the juicy Lucy sandwich was soo delicious, but the apple pie was below expectations",
"i passed through mince arkan branch several times ago, and every single time they proved that they are clean, prfessional and friendly with their yummy burgers. highly recommended.",
"Extremley terrible burger, but still the onion rings were the massive horror. Only the skin on fries was acceptable",
"way too much over rated. burgers have no taste. however, appetizers are really good.",bad_taste
I found a fly in my food xDD that was pretty disgusting. Also they don't have sweet potato fries anymore which sucks,bad_taste poor_hygiene
"Actualy today i went to eat in zamalek branch , the food actually was good but i was very surprised , when i get to pay the receipt i found the regular french fries cost 25 pound !!!!!!!!!!!!!!!!!!!!!!!! This is tooooooo much consider that the hal...",
"After twice delivery to me in Nasr city ,they aren't offering this service anymore and Nasr city is out of zone!!!!!!!!!!",
my favourite burger resturent especially the fries,
"I have been always mince customer and lover till yesterday's order, the burger was not clean and I kept throwing out and vomiting with diareiah for two days... Never expected this to happen with mince",food_poisoning
"Okay the burger is great 5/5, the bacon is not that great 2.5/5, bread is 3.5/5, juicy stuff are amazing. The waffle potatoes are more than perfect 5/5, modzarella sticks are 4/5 i love the place and it's quietness ( zamalek branch )",
"Awful smell ..bad taste .... The quality of the beef has changed !, Mince raise prices but never downgrade food quality !",
i liked the juicy lucy but portions is way too small for the price,
Great place with great food the Brooklyn is one of the best burgers I've ever eaten great meat quality i also like to add pan fried mushroom they do it really good the normal fries are not too good thought but the waffle potato bites are amazing.,
the chicken was good and the fries but the bread wasn't any good actually it made the sandwich lose it taste,
"Amazing experience.I went last week for the first time. The place is well designed, decorated and very clean. I ordered the BBQ special and the ultimelt with some spicy potato wedges with cheddar and meat. The order came very quickly. The burger was ...",
Yet another fall from grace. This place started out good but got bland quick.,
Best burger ever. I tried the jucy lucy and it's amazing.,
"I just put all sandwich i bought it in rubbish , and i will not get any food from them ...",
very heavy food and below average taste,
Tasteless and overrated,bad_taste
"it's amazing very original and simple , best burgers and the Elvis French toast is a story to tell. I love the place and staff.",
Will always be my favorite burger in Egypt. Perfect blue cheese burger. The only chef in Cairo who understand what's the difference between medium and well done,
Tasteless meat contains bones and overrated,bad_taste
"The - point 90 - branch is awful in it's service, the sandwiches come after more than 30 mins and also the taste of the burger is not good at all, it couldn't be worse!",
"The - point 90 - branch is awful in it's service, the sandwiches come after more than 30 mins and also it's taste is horrible, it couldn't be worse!",
Very good taste and excellent service,
"I had a problem with Mince after being one of the most known burger places in Egypt, specially Heliopolis branch due to the quality. But i tried water way branch and it was better i hope to maintain the quality.",
"I used to love it but my last 2 experiences the beef was horrible, I ordered a well done IceBurger first it came medium and was cold, they changed it for me but the iceburg lettuce was dripping wet. Not happy at all!",wrong_temperature
"I used to live but my last 2 experiences the beef was horrible, I ordered a well done IceBurger first it came medium and was cold, they changed for me but the iceburg lettuce was dripping wet. Not happy at all!",wrong_temperature
Best burger I've eaten in a while,
"Great place! I ordered a BBQ special with skin-on fries. The bacon was crispy but tender, the bun was slightly toasted, the burger was juicy and cooked thoroughly, and the fries were seasoned to perfection. Service and portions were great. Needless t...",
Fake info about delivery!,
The beef burgers are very good. The fries however were very oily and soggy; I would not recommend them. The cheese sauce was not the best. Any item on the menu that is not a beef burger is of average quality.,
The burger tastes amazing but the portions are small to the price being paid.,
woredt burger ever cold burned potato and old bread orderd jucy lucy burger not stuffed with cheese,wrong_temperature
Ordered chicken panko tenders - worst ever - very dry to burned nothing tender at all about it -,
"I was liking this place very much but unfortunately during my last visit in Nozha branch we found an insect in jucy lucy burger and this was very disgusting , we told the waiter and he immediately apologized and brought us another sandwich and a c...",bad_taste
"Unfortunately, very bad experience. I ordered MFC (chicken sandwich) and it wasn't properly cooked, it was burnt and smelled really bad. The only good thing I enjoyed there was their cheese fries.",wrong_temperature
The portions were good the taste was also good but there was nothing special about it and one thing that irritated me the most was the delivery although the order came in late it wasn't fresh and hot as it should be.,order_delay
nice beef burger and the fries are amazing too,
"Mince is a great option for iftar. We were 40+ and had reserved earlier at their waterway branch and gave them a list of our orders. The food came on time, hot and well cooked, and the staff was very friendly and patient. All in all, it was a good ex...",
Amazing place and taste highly recommended zmalk branch,
The BBQ special was good but they didn't have bacon !! the dips are literally small. Most importantly don't go there in ramadan because you'll wait for up to 30 minutes (even that I made a reservation and they know my order before i went there),
Definitely the best burgers in town & fries & friendly waiters,
Great burgers and good service,
the best burger ever I had in Cairo,
"i had one mashrum burger, not bad taste .. so expensive related to its size, lack of cheese ..staff let us go to them every time we want to have something, many orders weren't available ..",order_delay high_price
"It was my first time (maybe last time), the burger wasn't so bad, the problem was with the waiters.They were rushing everything ! to remove the plates,to take the check it's like the Eye from the Lord of the Rings watching us !! so uncomfortable ! an...",order_delay
The courtyard branch was horrible at our visit today. Service probably couldnt b any less attentive. It took the waiters a long while to take the order though we asked twice. The mozzarella sticks were not hot and the cheese itself was gooey. The win...,wrong_temperature
Went to waterway branch .. Lovely burger combinations but nothing special about the burger itself and too small related to price. I loved the waffle potato appetiser tho.,order_delay
"the worst burger experience . the meat ,cheese & even fries were so bad .",
Amazing food especially the mince burger and their fries❤️❤️❤️,
"I visited Heliopolis branch. It is a nice place with a good service. I ordered ultimelt and BBQ special with fries. The BBQ special was good I liked the caramelized onion with the bacon. The ultimelt was notes good, I did not like the cheese it had n...",
Worst experience ever...very bad taste and poor quality...soo expensive related to the size and quality...very small sandwiches and no salad bar. Lack of cheese and sauces. Stuff are not friendly at all Very bad sandwiches and service. Its my first a...,order_delay high_price
"over rated , over priced , average burger , double priced with such quality and size",
"I've loved mince for a long time and today I got a mince burger where the quality of beef was horrible, would hate for the quality to go down.",
"The staff is friendless , most of them are not smiling at all ! The fries is the best thing out there other than this i didn't like anything ...",
"The burgers are okay, nothing special or different. Also, the portions are small and the burgers are over priced.",
"small and expensive,, I will not try it again",high_price
good burger,
smoked is my all times fav. fries waffles is really perfect and elvis is heaven to me. its the no. 1 burger in our list,
The crazy lemon sauce is awesome and the hotdog too,
The worst burger ever .. Today I received the worst burger as i ordered exactly well done but i think I forgot to tell him not be raw from inside.. Moreover the order wasn't complete although i paid for it.. I informed them and I didn't receive neith...,
"i've tried Al-Zamalek branch its small but its ok.First thing first they don't have some stuff in the menu in this branch which drives me crazy, the burger tastes good but the bun was not fresh it felt like its old ,chillie beef fries was perfect.",
"Best burger in town. I've tried almost all of them and I've loved them all. Great food and great service. My favourite is the bbq burger , mozzarella sticks and wedges. I'm totally addicted.",
"It used to be my favorite. But recently the quality has been going down until a few days ago when we ordered it at the office and it was by the worst thing we ever had! Every thing was cold, tasteless and saggy! We paid over 700 pounds for like the w...",bad_taste wrong_temperature
"Great place, great burgers",
Don't mention that you deliver to Heliopolis while you do not. This means you are lying,
I love it.. One of the,
I love it.. One of the most delicious burgers I have ever tasted,
Just perfect in everything ! Simply lovely!,
Simply perfect food!! Lovely!,
Average experience.Definitely not worth the hype and is not the best burger in town for sure.Tried the mushroom burger in Maadi branch with sweet potato fries as a side dish.It was the first time for me to taste their sweet potato fries and I liked i...,
"Obviously that others already commented about the horrible quality of fries soaking in oil! I was quite disappointed as I liked that place so much although I'm not a burger fan. However as a hotdog big fan, it's the closest to what we had back home. ...",
"i don't know what happened ! the food quality drained so fast. normally i order once or twice per week but lately there is no beef beacon and cheese, how can it be !!! ITS A MAIN COMPONENTS * to the management, i love Mince so much but pls keep the ...",order_delay
"The burger is unique really, we tried the BBQ. Juicy Lucy both were perfect, don't ignore the gloves ;)",
Tastless burger ever .. I will never order it again!,
Tastless burger ever .. Will not try it again !,
Its Heaven to me ❤️ lol most gorgeous burger i've ever tasted,
Brooklyn burger rocks ultimelt burger is amazing for emmental cheese lovers staff is nice and kind .. Will visit again definitely,
ordered the mushroom burger with wedges ....... Taste not good and wedges are oily,
"Best burgers ever, you must try Brooklyn",
"The place is so clean and the staff are friendly. The burger was good, but not the best burger though. The chilli cheese fries are great and the ice cream is too.",
"Heliopolis branch: Degrading quality! It is not my first visit, but i can be confident when i say that this place is not what it used to be, and yes it is loosing quality. We had two UltiMelt that had funny and weird smelly cheese! That we had to rep...",
"Way too overpriced for the small portions, zamalek tastes the best but zayed's had bigger portions.",small_portion high_price
"unless you want to eat a 3 days old bun, you like eating out of take away boxes and you find pleasure when waiters treat you like shit then you should go to Mince zamalek. I dont know about the other branches but i heard they're Okay.",
"just a good resturant , not the best but i think it's better than many others .. the staff some of them are good and some others are just idiots ..",
"VERY OVER-RATED!!! The bread isn't fresh, burgers are very tiny compared to the huge price u pay, DON'T order the burger well done... It's soooo dry!! It's not even close to the phrase ""best in town"" and the waiters are not friendly and too serious",small_portion
"bad taste and the meat is not juicy, not going there again",
Great place try juicy lucy,
"We tried many items, most of them were good, the toppings were great but the burger itself was tasteless,it needs more seasoning",bad_taste
Just ate it today and I feel ill...there's a possibility I've got food poisoned,
Best burger sandwich ever tasted ??brilliant,
"Both the smoked burger and the juicy Lucy was very good but The BBQ burger beef was not fresh at all, the bacon was horrible and the bread was crumbled , and their Special dessert ""Elvis"" was not that good",
I don't know what y'oll poshies talkin about Mince is wicked!,
Best burger I ate so far !,
"overpriced , very small portions , and it's kinda tasteless , the only good thing is the dippings",bad_taste small_portion high_price
it was a horrible burger !,
"I was a huge fan ever since Mince opened. Lately however, the service became extremely poor and the quality of the food was declining after every single visit! Very disappointed",order_delay
No place in this whole world is worth getting kicked out for,
"Very disappointing...where do I begin? First of all they don't know the difference between medium-well and medium, flavorless meat, oil drenched sweet potato fries and to top it off very expensive for a small portion like that. Never again.",small_portion high_price
small portions with relatively high prices but still taste amazing...& btw mince is the only burger place where the fries is a side order need to be ordered wiz extra money which was disappointing,small_portion
great burger but the combination of sandwich confused me..... amazing Lemon sauce,
Loved the burgers and the dessert(elvis).,
"Extremely Over-rated ,the bun on the ultimelt burger was STALE ! The patty tasted good,but not as great as I expected,other burger joints offer better-quality beef patties for the same,relatively high,price range.",spoiled_food
"I've tried Heliopolis and Zamalek branch, I gotta say that the widder variety and place in Heliopolis is way more better! But to the quality of food in Zamalek is off the hook! It's amazing like never before, the burger , the bun , the cheese fries, ...",
Overhyped and overrated! I am not saying that I did have a horrible experience there. But I had higher expectations though. Decent burgers to sum up.,
Quality is going down,
Disappointing..... Although the patties taste great but they are too small .... I tried yhe juicy lucy and it wasn't as I expected... Zamalek branch is too small we had to wait for an hour to have empty seats.,
Pls all try Elvis,
"Gamed awe awe awe,,Pls all try Elvis",
Best burger in town.,
"Nothing special ! The order took too long to be ready . you ask for medium , well done .... They will cook it however they want to cook it! Onion rings tastes like falafel lol.",order_delay
"Tastes good, service is good but can be better!",
"worst service ever and overrated....I've tried the smoked burger and it's good but the juicy lucy was boring as hell!!!!!!! Didn't deserve even half the price, the waiter -at zamalik branch- was rude he ran a whole street behind me to tell me that i ...",
"Didnt really enjoy the mushroom burger, wasnt that tasty. But i love the cheese fries, they're so delicious!!",
"HAIRDRESSED SALAD Last Saturday, we fancied filling our tummies with burgers and try someplace different, so off we went to Mince (Heliopolis branch). First off, we felt drafted to a scavenger hunt where we must find the restaurant using scant clues...",poor_hygiene
"Desserts,drinks and fries are the best in town!",
Small burger cold and take longe time i will never order again from here,wrong_temperature
Amazing burger and Amazing hot dogs. Defiantly recommended,
"best burger .. excellent crispy buns .. do not advise of anything fried in oil ( soaked ) .. you might need to choose different dressing than the ones offered .. favorites : mushroom burger (as it is) .. BBQ special burger ( without barbeque sauce , ...",
"Over-rated! The burger paties are great, the heliopolis branch diner style is a great place to be in, but everything else is not that great: bread(they make it themselves),staff managment, friendliness,bacon(burnt),cheese!,prices!! Definetly not the ...",wrong_temperature
"Best burger in the town, you have to try sweet potato and cheese fries, very nice stuff.",
"Great burgers, delish desserts and really good service. Only let down was the fries, they were soaked in oil and no good :-(",
One of the best burgers in town. May be right after Gourmet in Zamalek. A bit overpriced though.,high_price
Best burgers in town,
Best burger in town with the most delicious sauces!,
Love the food! Great menu. Delicious burgers indeed. A must try.,
"The burger tastes amazing but its very small in regards to the price you pay, I also tried the cheese fries but it didn't turn out the way I expected as the cheese was not covering the fries it was just scattered in a snake-like way and thats it. The...",
"This is by far the best of the new ""gourmet"" burger restaurants in Cairo. The great quality of the meat is what distinguishes Mince from the rest of its competitors.",
"When it comes to remembering the old times, this is the place to be.. Hamburgers like no place else in the world.. I've been there twice in one week .. tried the Smokey burger Jalapeo burger yummmmm..This might be a SMALL restaurant but it sure is...",
Unfortunately the rice wasn’t cooked well!,
"last time to order from el menus,the food is to cold and it arrived after 2 hours",wrong_temperature
no utensils provided and no bread,
it was good,
The best grilled chicken ever,
Excellent taste super salads,
"wasnt fresh, was burnt out",wrong_temperature
"Chicken was not grilled, it tasted so bad! Also rice is of a very poor quality",
not delivered yet!!,
I ordered Kofta with rice and a small Mumbar dish.. The food was delicious and the portions were sufficient The delivery man was respectful,
not received. driver didnt pick it up. i waited w hours then had to cancel the order,
Portion is very small,
chicken shisk were 4 tiny bits.,small_portion
There weren't any nuts in Khalta ricr apart from the raisins!,
Good,
it's few,
The food quality never disappoints begad tohfa,
Driver was so polite and cheerful 😌,
Great,
He is so rude,
missing item,wrong_order
Excellent restaurant,
Very late delivery,order_delay
not as the picture,
Perfect,
Very slow delivery i waited 2 hours,order_delay
Food wasn’t hot!,
Tastes bad,
Great food,
"No problem with the delivery, It was fine",
My favorite restaurant in Elmenus❤️,
"Perfect as always, keep it up ❤️",
Perfect as always keep it up.,
My request ignored?!,bad_service
No order was delivered,
The app took so long to assign a driver to my order ana the order arrived 2 hours later and very cold,wrong_temperature order_delay
So good,
very late driver,order_delay
it took 2 hours to get the food,
Bread wasn’t as good,
the taste was so bad,
May be food need cooked as well but all in all am in love with menus and abo rawia,
Shrimp kofta & Grilled chicken were so good 🤤,
Very very good,
i had a very small half fried chicken that was overcooked and dry,wrong_temperature
good,
Driver was so rude and aggressive! That’s really a bad image to your company.,
Comment ignored completely,bad_service
the driver did not return the change,
I got sick after eating it,food_poisoning
The order delivered without salads,
very bad experience I don't recommend it for anyone it's a waste of money,
Very nice and clean,
the food was reallly very very bad,
The food is ok but the restaurant was so slow to release the food,order_delay
Really bad,
The soup was awful,
Not the same quality,
I saw couple of negative reviews but honestly I go to the place and they provide best food and best service so I ordered mix beef and bram rice and both were beyond amazing rice is a bit small but full of beef,
Burned,
"I have order before with offer from Aborawya and it was great taste and portion, this time the portion is not like the last one, also it came without any garnish, just plain meat, I was really disappointed this time",
Driver’s attitude was so aggressive.,
Veg soup was the worst ever ever soup i didn’t feel its even safe to eat Chicken is normal,
Very bad call centre and terrible delivery,
The grilled chicken was missing a wing!,
Molokhia was really watery and lacked flavor,
Bad and The Order Came incomplete And I Will Write Bad Review On Menus,
Mobile,
Not well done,
Order missing 1 item ( rice ),
The driver is. Very respectful he is from the most perfect ones,
The delivery was super fast,
Very good.,
very good thanks,
great,
Very good,
he left order downstairs with guard and didn't deliver it to the door as usually happens,
very good,
"Delicious food.., slowly delivery is coming after 1 hour it’s over time to delivered the order ..,",order_delay
Ahla mashwyat ever the best 👌👌,
Portions wasn’t enough in the soup,
very salty food. the meat is not local,bad_taste
Found a bug,poor_hygiene
Excellent food 😋 👌,
Tarb was perfect. The sides were adequate too.,
excellent,
cold order not accepted at all,wrong_temperature
salads not fresh,
Thank u,
2 hours for the delivery,
The rider was supposed to go look for change in the supermarket but he took 50eg from me and he was supposed to give me back 25 but he didn’t come back this is extremely unprofessional and disrespectful I can’t believe this actually happened,
Bad quality & taste . Customer service are not professional as well,
Excellent food quality,
Very bad quality,
best Kebab in town,
Baked rice bram was very small otherwise everything was as expected,
The best grilled dishes in town!,
perfect,
Amazing food,
Good taste Best experience,
good food .,
Excellent,
the oven pasta was extremely dry I throw it didn't eat even a single bite,
Fast good delivery and nice food,
the kofta wasn't cooked well,
fantastic,
too late,order_delay
Onion with orzo not orzo with meat cream caramel was awful the day before,
too pricey,
Excellent fish! Will definitely order again! Highly recommended,
the food was very good but the check was higher than was shown in the application,
"nice place ,good service and the food was so delicious",
"Everything is bad. Food, Quality, Service, Place The worst experience ever",
Too small,
perfect but bread needed grill,
Too late and very cold,wrong_temperature order_delay
Good,
The drink was missing,
i ordered original got one spicy piece,
food was so good but the courier was so bad,
Very small pieces and two were heated,
"very late delivery it took me almost 2 hours to have the food and i wish it didn't arrive . it couldn't be worse ,i orderd a half broasted chicken which are 4ps of chicken but it was just a quarter chicken not a half .. bad restaurant,bad applicatio...",order_delay
order came spicy and i ordered regular,
"Great food, clean and fresh",
i've ordered food to be eaten at the office and they forgot to add 7 forks/spoons the food was good tho,
the food was cold,wrong_temperature
"Food would’ve been more delicious if it didn’t arrive cold. Chicken is super crispy and fresh, but the fries and onion rings arrived very soggy.",wrong_temperature
Wasn’t spicy and not seasoned enough even the potatoes You can do better,
I ordered it original but all was spicy 💔,
The food arrived 30 minutes late and was cold and soggy,wrong_temperature order_delay
No chedder cheese on the fries.,
I ordered honey BBQ but I got big dixi just chicken and cheese this is not acceptable and the fries were less than the usual,
every time the order was really good but last time I got two wings of three chicken pieces.. besides the breading was so light and wet,
it was spicy when i ordered original but it was very delicious,
the potato amount was small,
They don't want to answer my calls and the food is wrong and cold,wrong_temperature
The drink wasn’t delivered,
Food is already cold,wrong_temperature
cheese fries taste so bad .. but sandwich was big in size and taste was acceptable,
The food was freezing and took over 2 hours to deliver.,
Wasn’t hot at all,
"Ordered spicy got regular, got 2 wings and no breast???",
The delivery is a theif and the service is very bad,
The delivery was too late,order_delay
I ordered original meal and they sent me spicy one,
El fries mesh Ahsan haga:(,
good,
"i ordered 5 stripes pieces (breast), but i received 3 pieces (thighs)",
Chicken was stale. Probably just taken out of the freezer.,spoiled_food
The dinner strips box sooooo good and soooo delicious,
it was really good but the portion is small,
not good taste,
Saltless and breading was soft,
Thé driver is very bad,
Food tasted weird.,
"Good food, great delivery♥️",
the twister was dripping oil and the burger was cold and stale,spoiled_food wrong_temperature
portions much smaller than before,
"the order was late, and i ordered cola and they sent orange",order_delay
delivery was very late and I ordered cola and they decided to send me orange instead without asking,order_delay
Chicken not spicy,
It was spicy although i ordered it an ordinary one,
worst experience ever,
Bacon wasn’t cooked well Fries sause is too bad,
never gonna eat from them again,
the chicken was bad and expired. it had a nasty smell and bad taste. i had to throw it right away considering it can cause food poisoning,spoiled_food food_poisoning
"the order arrived 30mns late, was cold and the packaging was very weird and the fries was replaced and eaten from it. الاكل متاكل منو",wrong_temperature order_delay
the bread is so dry the cheese tastes rotten and old everything is so disgusting,bad_taste spoiled_food
They usually put more ranch in the Texas Fries. Didn’t like the amount this time.,
so cold,wrong_temperature
"They replaced the buffalo sauce with cheese, the fries were bland and cold, and they sent the wrong soft drink",wrong_temperature
Very cold,wrong_temperature
Burnt chicken crust,wrong_temperature
Order Without 7up,
Fries were not crinkled.,
"the rizo tasted so bad . Also, the portion of the combo is so small for price.",
The Texas Fries dish was not as advertised. It’s supposed to have Crinkled fries. It came with regular fries. This happened many times before too.,
its ok but it was spicy and I ordered non spicy,
There was missing sandwich,
"My Favorite Fried Chicken restaurant ever ♥️ Good quality , excellent portions , fresh food Thank you Dixi's ♥️",
"the food quality went so bad, bad oil was used and the chicken quality was so low and its meat was very dark , wont be ordering again .",
the fries were good. but I could barely find any chicken in the sandwich the priced were too small and too dry. did like it honestly.,
Restaurant took too long to complete the order,order_delay
there was a missing item,wrong_order
Chicken was overcooked,wrong_temperature
Good quality 🙂,
Everything is very good,
there was a miscommunication between the app and the restaurant that resulted in the order arriving very late after being cancelled (3 hours late),order_delay
The food was fresh and extremely delicious,
Late delivery,order_delay
The food was delicious however the chicken was oily,
Very nice,
The food was delicious ❤️,
Didnt receive my order,
I didn’t receive my order,
Driver was really rude and unprofessional,
The food was so oily and burnt,wrong_temperature
all were perfect,
Bad bad bad and cold,wrong_temperature
"didn't even deliver the order , although I personally called the restaurant and asked for the order status and they had said they need more one hour to deliver and then after 2 hours the didn't deliver this for the second, and last time will order.",
Missing items as usual… will never order again from that place,wrong_order
"chicken tasted really off, and the order was missing a whole meal. not to mention it came 30 minute late than the expected delivery time. driver was vety respectful thought",order_delay
"tastes very oily and bread is not fresh and fries was very sticky and cut small pieces seemed almost puree, last time to order from them",
"-Tasty but very very small chicken -I had 2 dinner boxes ordered, came with only 1 pair of gloves",
To7faaaaaaaa♥️ elakl wsl so5n w t3mo 7lw awiii its my 3rd time and i will order again akeedddd♥️,
family size fries is very small i get that from other places half the prize and its called small package fries and it didnt taste fresh but the sandwich was good,
The sandwich was great but the fries was terrible and not fresh,
Very bad experience chicken size very small and the order wasn’t fresh,
Didnt receive my nuggets,
very good delivery,
Grill the bread more than that next time please,
The chicken ranch cheddar sauce is expired and the fries is soooo bad,spoiled_food
It was too spicy and i didn’t order it spicy,
Missing filling,
The delivery boy is so rude,
Salad was missing,
Not cheesy enough,
"The sandwich was incredibly loose, with the chicken and cheese falling all over the place and the quality was terrible. The fries was bang average too to say the least, terrible experience for me and will never order again from this restaurant",
Food was in a good condition and hot enough But the taste was not good,
Tiny and small sandwitch and rizo not the double one that i always order and not the rizo that i order everytime its too small for the money that i spend on it .. maybe it will be the last time i order from Dixi's fried chicken,small_portion
Extra pepsi and fries was lost,
"The food was great , love it , Thank u Dixi's",
very nice,
too much ketchup in the sandwich,
Thanks you for reading the notes and for your interest in order,
The spicy Rizo was bbq rizo,
Driver is very friendly❤️,
Missing items,wrong_order
They didn’t even put cheese in anything,
bad taste bad quality fries no katchup,
quality became very low just ordered a dinner box meal that includes 3 pieces the chicken peices were very small they were all thighs! no breasts it was full of fat and too oily,
The chicken was under coocked and tasted awful,
The chicken was so small,
AMAZING,
very delicious very under rated i'll order it again and again,
Worst experience I don’t recommend this restaurant these are for 40 egp!! Awful quality,
Ordered without the drink,
best fried chicken and cheese fries on time ❤️,
Wrong comment request Very bad taste of food and fries Wrong drink of choice Dry and uneatable fries and not fresh at all Worst order,
Delivery guy doesn’t have change and we were in remote area where he can’t get change,
Too late the delivery,order_delay
Hot twister was missing,
Twister with chili sauce is very recommended,
"The branch manager, Mohamed Anwar called to assure that the whole order is fresh&hot and the whole order was perfect🔥",
Missing Some Items,
Burnt chicken with no taste and very oily fries. Horrible food.,bad_taste wrong_temperature
Delivery took too long,order_delay
Very good,
The orderr came wrong bro for the third time what’s wrong,
It came 2 hours later,order_delay
But it wasn’t hot enough,
no support at night and order came after I leave and rider ask me to walk more than 5 k.m and order already useless,
the food quality was alright but someone forgot to add salt.. not a so good experience,
I asked for original i got spicy And i dont eat spicy,
twister had too much pepper and the chicken wasn't crispy (cold) also the wrap wasn't clean fries was so bad cold also all the food was cold,wrong_temperature
"It was amazing experience, First time to try dixi, the order arrived quickly and quite hot and the quality of the chicken was excellent and tasty",
Fried chicken arrived quite hot and the quality of the chicken was excellent and size was satisfying.,
Chicken was way too fried and oily and brown and it tasted like oil not chicken,
"it took them 90 mins to deliver, it was 3:40 am in the morning thu coleslaw was awful",
order took a while to prepare but deliver was very fast and the gentleman was amazing and very apologetic due to an issue with payment,
Late delivery Food was almost cold,wrong_temperature order_delay
food poisoning. don't try please.,food_poisoning
It takes forever to get your food,
The chicken in the sandwich was too small the fries wasn’t cooked enough the chicken pieces wasn’t cooked enough a bad experience,
It was perfect and delicious but I wanted it spicy but of coarse it was amazing,
barbecue sause was alot and so annoying,
I didn’t receive the order yet,
Missing item,wrong_order
order didn’t arrive even though it was accepted,
Wrong order and arrived after 2 hours,wrong_order
Order didnot arrive,
The taste was terrible And the pieces were too small The Chicken has very weird smell,
I didn’t receive any thing,
Delivery man was polite - food was hot and tasty 🫶🏻,
The worst food i have ever tasted i will never order from this restaurant again,
raw..... every chicken piece was absolutely raw not recommend by any means,
Both sandwiches came spicy and I ordered original,
order not received no one called to cancel,
Started to reduce portion size!,
Food was cold,wrong_temperature
Way too cold,wrong_temperature
gamed,
Amazing food fills me up everytime,
Fries wasn’t taste good,
Came all dark meat pieces!,
"for the second time,, cold food , not taste ,, a bread looklike rotten ,, and also late delivery.. most importantly the delivery guy doesn't show up the bill",spoiled_food wrong_temperature order_delay
this is not the first time as it happened before and I cancelled the order,
I didn't receive my order,
order gah nas2es 2 sauces,
The food was really bad.,
Good morning 🙏 and sorry 😞,
"delivery was on point but i didnt like the food that much, cheers to the driver though!",
Old and stales,spoiled_food
Bad Service,bad_service
I didn’t receive my order 😏,
late delivery 3 houra to come cold food,spoiled_food wrong_temperature order_delay
Best broasted chicken,
i found dead ants and the chicken was black it was so bad i didn't like it all and it was my first time to try it 🤢,
order wasn't delivered,
Very late delivery and the order was cold,wrong_temperature order_delay
"last time i ever order through menu.. poor service, terrible support that takes 30min+ to answer for a mere delivery.. terrible ETA.. 2h instead of 50m. disappointing estimation of the current stage of food. i regret dealing with menus more each time",bad_service
The portions were very small the chicken was very oily the race was a little undercooked the coleslaw was dry the overall experience was very bad and disappointing,wrong_temperature
thanks dixis,
Cold food,spoiled_food wrong_temperature
there was a missing piece of chicken,
"The chicken was raw, food wasn’t that good and it had blood and very disgusting look, I ordered around 2am but didn’t expect it to be like this",bad_taste
yes,
L akl msh so5n,
Perfect,
all the food was delicious ❤️,
"the driver drove all around neighbouhood according to the tracker, I had to call him. The order got prepared really quick but the delivery time took forever.",
The wingss is so vas and it smells ugly!! The fries are row how dare you let your customers eat food like that ! Tge sandwich is the only nice thing in the order,
The order didn’t have the coleslaw and I ordered the chicken original the order came spicy.,
Great,
the food was great but it took them 2 hours to give the driver the order,
no cutlery and the sandwich was a bit soggy,
last time is better than this time quality decrease,
