username,date,title,text,rating,review_id,complaint_cluster
,26 January 2025,مريم,خامة كويسة انصح بالشراء,5.0,R1BTHYZPKO9F0G,
,25 January 2025,عدي,خامة ممتازة وسعر مناسب,5.0,R4FS9H00RQSC3,
,26 January 2025,هدير,منتجات البائع ده ممتازة انصح بالشراء,5.0,R1GDRMZ3I8TJ79,
,29 November 2025,انصح به,شكله رائع,5.0,R23SJWEAAEWTMJ,
,15 May 2025,العيب الوحيد ان المتنج في بلاستيك كثير,كل حاجه تمام,4.0,R3IQ4G9YJ86U3S,
,8 November 2025,لا يصلح للاستخدام,وصل حاجته ناقصة وفيه مشكلة في التصنيع,1.0,R2OZ12UQL1HHA0,منتج_غير_مكتمل
,27 May 2025,ضعيف مع العمر الافتراضي,للأسف هو ضغك المياه فيه قل كتير جدا من الاستخدام وهو ماقعدش اكتر من ٣ شهور وجيبت حد قال انه عايز يتغير,2.0,R18FA5H8EM3HO,
,28 January 2025,فاق توقعاتي,المنتج جيد وشيك ارتفاعه مناسب للأحواض الغاطسهيعمل حتي الان بكفائه ممتازه,5.0,R29HRD4BJ2E0YM,
,12 January 2025,بشاير,منتج خامة محترمة وكل المنتجات اللي قمت بشرائها من هنا كويسة شكرا,5.0,RSJUMK8MJ0ZHM,
,25 May 2025,للاسف باظ بعد شهر استخدام مش بيخرج ميه سخنه بارد فقط,للاسف باظ بعد شهر استخدام مش بيخرج ميه سخنه بارد فقط,2.0,R39XLDD6UM6775,
,29 November 2025,انصح به,شكله رائع,5.0,R23SJWEAAEWTMJ,
,15 May 2025,العيب الوحيد ان المتنج في بلاستيك كثير,كل حاجه تمام,4.0,R3IQ4G9YJ86U3S,
,8 November 2025,لا يصلح للاستخدام,وصل حاجته ناقصة وفيه مشكلة في التصنيع,1.0,R2OZ12UQL1HHA0,منتج_غير_مكتمل
,27 May 2025,ضعيف مع العمر الافتراضي,للأسف هو ضغك المياه فيه قل كتير جدا من الاستخدام وهو ماقعدش اكتر من ٣ شهور وجيبت حد قال انه عايز يتغير,2.0,R18FA5H8EM3HO,
,28 January 2025,فاق توقعاتي,المنتج جيد وشيك ارتفاعه مناسب للأحواض الغاطسهيعمل حتي الان بكفائه ممتازه,5.0,R29HRD4BJ2E0YM,
,12 January 2025,بشاير,منتج خامة محترمة وكل المنتجات اللي قمت بشرائها من هنا كويسة شكرا,5.0,RSJUMK8MJ0ZHM,
,25 May 2025,للاسف باظ بعد شهر استخدام مش بيخرج ميه سخنه بارد فقط,للاسف باظ بعد شهر استخدام مش بيخرج ميه سخنه بارد فقط,2.0,R39XLDD6UM6775,
,3 December 2024,جيد ولكن,خلاط البانيو جديد وخلاط الحمام جديد ولكن خلاط المطبخ على الحائط اليد ملخلخه ومحطوط في كرتونه مش بتاعته مقفول بالعافيه كنت اتمنى الطلب حسب الصوره وعيب تبعت ٢ خلاط كويسين وخلاط به عيوب انا غير مبسوط من إجمالي الطلب,3.0,R2AQORK5272IGR,
,17 December 2024,انصح بشراء المنتج,منتج جميل وعملي وسهل الاستخدام,5.0,R122A4KUWN4L7M,
,2 September 2025,حسام,كويسة,2.0,R3V00SFEZ866XM,
,22 November 2024,مريم,"منتج ممتاز انصح بشرائه
Read more",5.0,R1400B655YO510,
,7 October 2024,لون مميز,سهلة الحركة,5.0,R1DQZMMCJUHZE,
,18 October 2024,ممتازة,خامة جيدة و سلسة,5.0,R3MXMPUIFVKI2L,
,15 November 2024,هاني,بائع محترم انصح بالشراء منه,5.0,RCRZ1GUCBRN9E,
,29 October 2024,يونس,منتج محترم انصح بشرائه,5.0,RG3UONCZ03GZQ,
,29 July 2025,ممتاز,ممتاز جدا وخامة جيدة جدا,5.0,R1RCXQK6PEGEQA,
,7 August 2025,خامه اى كلام,منتج اى كلام منصحش حد يشتريهالتاجر غير امين بالمرهخامات ضعيفه .. والحفر على الطقم كل قطعه بإسم مختلف,2.0,R3EME9MVIIJGJ2,جودة_المنتج
,28 July 2025,مدينه الياسمين دهشور حدائق اكتوبر,مش احسن حاجة,2.0,R2P23SVCMINHJO,
,14 May 2025,يستاهل الشراء,منتج كويس جدا وقوى,5.0,R3J2GK1NGPDYAK,
,25 January 2025,يونس,منتج جيد جدا انصح بالشراء,5.0,RCOTSQ8UHLNZJ,
,26 January 2025,مريم,خامة كويسة انصح بالشراء,5.0,R1BTHYZPKO9F0G,
,25 January 2025,عدي,خامة ممتازة وسعر مناسب,5.0,R4FS9H00RQSC3,
,26 January 2025,هدير,منتجات البائع ده ممتازة انصح بالشراء,5.0,R1GDRMZ3I8TJ79,
,22 November 2024,,"Perfecto, queda muy bonito y se ve de muy buena calidad, lo tengo colocado hace meses y genial, pensaba que iba a ser mas sucio al ser negro, pero no.",,R34DQQTHVXS7WX,
,5 December 2023,,Es preciosa!!,,R13CXLA244FPX6,
,4 September 2023,,Grifo de acero negro.De tamaño es alto y el caudal de agua es tipo fuente.Queda bien en cualquier lavabo y es muy original.,,R2PQBXZ41NKM51,
,10 August 2023,,"Grifo bonito y moderno.Tipo cascada, negro mate. La verdad es que queda muy bonito y vistoso. Llama la atención.Para tener este diseño, que es un poco especial, está bien de precio.Viene bien presentado y precintado, lo que te garantiza que no ha sido manipulado con antelación.El monomando funciona correctamente.Por su diseño hay que prestar atención especial a la limpieza de la zona superior, una vez abierto el mando, pero resulta muy fácil al ser de líneas limpias.Por ahora está dando un buen resultado.",,R2W1H7O813PPHG,
,3 December 2024,جيد ولكن,خلاط البانيو جديد وخلاط الحمام جديد ولكن خلاط المطبخ على الحائط اليد ملخلخه ومحطوط في كرتونه مش بتاعته مقفول بالعافيه كنت اتمنى الطلب حسب الصوره وعيب تبعت ٢ خلاط كويسين وخلاط به عيوب انا غير مبسوط من إجمالي الطلب,3.0,R2AQORK5272IGR,
,17 December 2024,انصح بشراء المنتج,منتج جميل وعملي وسهل الاستخدام,5.0,R122A4KUWN4L7M,
,2 September 2025,حسام,كويسة,2.0,R3V00SFEZ866XM,
,22 November 2024,مريم,"منتج ممتاز انصح بشرائه
Read more",5.0,R1400B655YO510,
,7 October 2024,لون مميز,سهلة الحركة,5.0,R1DQZMMCJUHZE,
,18 October 2024,ممتازة,خامة جيدة و سلسة,5.0,R3MXMPUIFVKI2L,
,15 November 2024,هاني,بائع محترم انصح بالشراء منه,5.0,RCRZ1GUCBRN9E,
,29 October 2024,يونس,منتج محترم انصح بشرائه,5.0,RG3UONCZ03GZQ,
,3 December 2024,جيد ولكن,خلاط البانيو جديد وخلاط الحمام جديد ولكن خلاط المطبخ على الحائط اليد ملخلخه ومحطوط في كرتونه مش بتاعته مقفول بالعافيه كنت اتمنى الطلب حسب الصوره وعيب تبعت ٢ خلاط كويسين وخلاط به عيوب انا غير مبسوط من إجمالي الطلب,3.0,R2AQORK5272IGR,
,17 December 2024,انصح بشراء المنتج,منتج جميل وعملي وسهل الاستخدام,5.0,R122A4KUWN4L7M,
,2 September 2025,حسام,كويسة,2.0,R3V00SFEZ866XM,
,22 November 2024,مريم,"منتج ممتاز انصح بشرائه
Read more",5.0,R1400B655YO510,
,7 October 2024,لون مميز,سهلة الحركة,5.0,R1DQZMMCJUHZE,
,18 October 2024,ممتازة,خامة جيدة و سلسة,5.0,R3MXMPUIFVKI2L,
,15 November 2024,هاني,بائع محترم انصح بالشراء منه,5.0,RCRZ1GUCBRN9E,
,29 October 2024,يونس,منتج محترم انصح بشرائه,5.0,RG3UONCZ03GZQ,
,13 October 2025,منتج كوالتى عالى الجوده  وشكله انسيابى وجميل,منتج كوالتى عالى الجودهوشكله انسيابى وجميل,5.0,R35KW0RWUZO00D,
,16 September 2025,ممتاز,ادائه ممتاز,5.0,R1MVB1B9CCPO9S,
,23 September 2025,منتج سيئ جدا وبيشر ميه من كل حته,لا انصح بالشراء بايظ وبيشر من كل حته ومفيش معاه اي حاجه خلاط فقط باااايظ من اول ماركب,1.0,R3CC4HFO741NAS,
,26 January 2025,مريم,خامة كويسة انصح بالشراء,5.0,RB68Y2RVALHDR,
,28 July 2025,المنتج ناقص مسطرة الدش,تم تسليم المنتج ناقص مسطرة الدش,2.0,R2FBO0API8ZK7O,منتج_غير_مكتمل
,31 July 2025,الماسورة بتاعت الشاور قصيرة مفيش وصلة,الماسورة قصيرة مفيش وصلة تطولها,3.0,RZL2Q8J5QKRLZ,
,11 July 2025,بيجي معاه سماعه دش ولا خلاط بس,بيجي معاه سماعه دش ولا خلاط بس؟,4.0,R3VNJOOG56MJG7,
,25 January 2025,عدي,خامة ممتازة وسعر مناسب,5.0,R2E784Q6NXUP46,
,25 January 2025,يونس,"منتج ممتاز
Read more",5.0,R1KFURUEO8T3CW,
,1 September 2025,فيصل,غير جيد الوصلات بالضغط وليست صاموله وهذا غير جيد,2.0,R2FGH8ASVRE69X,
,11 March 2025,مقاس الخلاط قصير,الخلاط قصير ولا يصلح لتركيبه خلاط قديم لان من المعروف ان يتراوح المقاس من ١٥سم الي ١٧سم مابين الصواميل ولكن المنتج ١٤سم والكرنكات علي وضع اقل مسافه مش جايبه الصواميل ولكن الخلاط ممتاز لو موجود في التاسيس,1.0,R2NX91OVVC8T7,
,14 November 2024,ممتاز,ممتاز وقيم ومناسب لسعره,5.0,R2JK40S26NN7NV,
,13 July 2023,تمام,بس وصلت القنطرة بها بعض الاماكن متطبقة,3.0,R2I9RFLMIR9PR,
,3 June 2025,سئ جدا,ردئ و به تسريب للمياه طبعا ظهر بعد تركيبه و استعماله,1.0,RREO1SBUK2FP6,عيوب_تصنيع
,6 June 2025,المنتج اردئ من أن يقال عليه بايظ ومش كويس,المنتج اردئ من أن يقال عليه بايظ ومش كويس,1.0,REM8EWHM5RIBV,جودة_المنتج
,27 November 2023,الخلاط بيسرب مياة,سئ وبيسرب مياه وتصنيع تحت بير السلم وغش انه مكتوب عليه صنع بايطاليا,1.0,R1NBQ1FOUDGKVW,عيوب_تصنيع
,8 February 2025,تمام,تمام,5.0,RF14Y9VPXDP9K,
,25 November 2025,ممتاذ جدا شكرا لكم,⭐️⭐️⭐️⭐️⭐️المنتج ممتاز فعلًا! الخلاط جودته عالية وبيفتح ويقفل بسلاسة، والضغط ثابت ومريح. التركيب كان سهل، والشكل شيك ونضيف. بصراحة فادنا في الحمّام جدًا ومريح في الاستخدام اليومي. أنصح بيه وبقوة.,5.0,R3FN3T6XVRTUUQ,
,25 November 2025,ممتاذ,خلاط شطاف ممتاذ ومميز والوانه رائعه,5.0,R2WK0KCFCUZBPW,
,4 January 2025,رضوي,خامة ممتازة انصح بالشراء,5.0,R22DKDRHVFQH43,
,1 January 2025,مصطفي,شغل ممتاز,5.0,R15Y7AM9WJ3E21,
,4 January 2025,ياسمين,سماعة شور جميلة شكرا,5.0,R20F1I854U2454,
,1 January 2025,صالح,سماعة جيده انصح بالشراء,5.0,R3TMK1GVFEPOIM,
,25 November 2025,شكرآ لكم,⭐️⭐️⭐️⭐️⭐️المنتج ممتاز فعلًا! الخلاط جودته عالية وبيفتح ويقفل بسلاسة، والضغط ثابت ومريح. التركيب كان سهل، والشكل شيك ونضيف. بصراحة فادنا في الحمّام جدًا ومريح في الاستخدام اليومي. أنصح بيه وبقوة.,5.0,RXSY50KS5PLJT,
,2 July 2025,منتج جميل,اداء المنتج يفوق التوقعات,5.0,R16O0YP6C50TNY,
,5 July 2025,متميز جدا,منتجكم بمستوى جودة ممتاز ويسعدني التعامل معكم، شكرًا لالتزامكم بالأفضل,5.0,RQPJWWC9MSZ9L,
,28 November 2025,شركة سيئة,خامة رديئة جدا لا انصح بشرائة,1.0,R1OI9XHP5TNF77,
,26 September 2025,سئ جدا,جودة في منتهي السوء لا ينصح به,1.0,RW84AWIZ3JD7W,
,10 September 2025,المنتج معمولة من مادة ضعيفة,المنتج معمول من مادة ضعيفة جدا,1.0,R2UZ4LM9355CNM,جودة_المنتج
,26 March 2025,ممتاذ,شكرًا لك! منتج ممتاز وتعامل راقٍ.,5.0,R2M0LBOAVGDAH4,
,2 January 2025,منتج ممتاز,منتج ممتاز شكرا لكم,5.0,R2RRP13BWYEDGH,
,6 May 2025,شكرااااا,اشتريت هذه السلعة مؤخرًا وكانت تجربتي معها رائعة جدًا. الجودة عالية، والتغليف كان ممتازًا، وتم التوصيل في الوقت المحدد. المنتج مطابق للوصف تمامًا ويعمل بكفاءة دون أي مشاكل. أنصح بها بشدة,5.0,R2UWTXMIJZM0CR,
,23 September 2025,منتج ممتاز,جميل,5.0,R8LZAVFB30TMX,
,17 July 2025,ممتاز,"الجودة ممتازة، المنتج مطابق للوصف، وأنصح به بشدة.""",5.0,R1L2W373ADQ5IY,
,5 July 2025,لكم جزيل الشكر,منتجكم بمستوى جودة ممتاز ويسعدني التعامل معكم، شكرًا لالتزامكم بالأفضل,5.0,R1XL5IT8KZQO0N,
,2 July 2025,منتج جميل,منتج اعجبني بشده انا راض جدا عن هذا المنتج,5.0,R54M84OFS3GWV,
,4 December 2024,قطعه مفيده,منتج رائع,5.0,R3UJ1H1GM8B6ES,
,20 November 2024,ياسمين صفوت,"منتج ممتاز انصح بشرائه
Read more",5.0,R1WT5GZLH0FLHR,
,23 November 2024,منتج رائع,المنتج رائع جدا وسهل الاستخدام,5.0,R1Y9V2P1X0K9TZ,
,21 August 2024,Very good,جميل جدا,5.0,R33XDLH5G7IC7X,
,26 August 2024,منتج رائع,منتج جميل و منتج غير قابل للصدا و اما عن تغليف رائع,5.0,R3F9R213XWBXIJ,
,21 September 2023,بائع غير امين,المنتج الذى تم ارساله سيئ جدا ومخالف للمواصفات,1.0,R21064HTX7Z9ES,
,20 September 2025,هو المطلوب,طول ممتاز ومناسب جدا وشيك وتغليف كويس جدا,5.0,RW0SPRJ2A189O,
,6 May 2025,خامه اقل من الرديئه,خامه رديئه ولا تستاهل سعرها خالص متساويش حتى ٥٠٠ وبندم ان جبتها والبائع بيقول مستورده وهى تحت بير السلم مش محصله حتى صينى حسبي الله,1.0,R2F0LXD5PNJ50U,
,17 November 2025,كويسه,كويسه بالنسبه لسعرها,3.0,R3CTGXQ9TLGMPV,
,12 January 2025,فاطمة,هاند جميل ان صح بالشراء,5.0,R2J50PWOZZE2MB,
,20 October 2025,ناقص مسامير,ممتاز وخامه كويسه جدأ بس جالي من ناقص مسامير,4.0,R37BA80KTKQVOB,منتج_غير_مكتمل
,9 September 2025,الكرتونه مدمرة,الكرتونه مدمرة,2.0,R2MG582A7BFR10,
,22 December 2024,غش من البائع,منتج عادي جدا ولا يستاهل المبلغ.ولولا انه ركب بالفعل كنت رجعته,1.0,REEE0E2CKKRWM,
,17 April 2025,منتج ممتاز,منتج مثالي,5.0,R1EGUTA7WPO12T,
,28 May 2025,غير مطابق,المنتج المرسل يختلف عن الصور على الموقعبالاظافة إلى طريقة التغليف الخاصة بالمنتجوايضاً حالة المنتج,1.0,RECY95PFWRQO3,
,7 January 2025,ممتاز,منتج ممتاز جدا وعملي انصح به,5.0,R2MQ8DG3OIBJW1,
,25 September 2024,منتج جميل,منتج جميل عالي الجوده و تغليفه ممتاز,5.0,R1CR4D6S5EMYR6,
,10 February 2025,مختلف لكن جيد,المنتج الي وصلني مختلف عن الصورة الي معروضة ، لكن جيد و مقبول,4.0,R3I41ZQRQVBSDK,
,7 October 2024,شكرا,منتج مميز جدا شكرا,5.0,R1EZH6MY1R8Z2K,
,30 October 2025,تجربه رائعه👌,المنتج ممتاز جدًا! خامة الخلاط قوية وجودته رائعة، التصميم أنيق وسهل الاستخدام والتركيب. تدفق المياه متوازن ولا يوجد أي تسريب. فعلاً يضيف لمسة جميلة للحمام/المطبخ. التغليف كان ممتاز والتوصيل سريع. أنصح به بشدة👏,5.0,R6EWGBKWHY8G0,عيوب_تصنيع
,3 March 2021,,"Es precioso, aunque lo tuve que devolver porque para mi baño era demasiado amarillo, pero es súper bonito",,R3JRF5PIHJ35IH,
,4 February 2021,,Dieser Wasserhan sieht optisch sehr gut aus und pept den Badezimmer auf.Allerdings ist der Geräuschpegel etwas hoch und die Farbe ist bei uns nach 2 Monaten leicht abgegangen.,,RZJWYFYQ4CVD7,
,22 December 2024,ممتاز,سهل التركيب,5.0,R3KVO6QFLV719R,
,13 July 2023,مناسب لسعره وليس ايطالي,هو جودة مناسبة للسعر لكن طبعا وكما هو متوقع ليس ايطالي والوزن متوسط مش محمل اوي,3.0,R1GIERFLFIV2R0,
,13 June 2020,تقييم من سوق.كوم,جيد بنسبه لسعرهإيجابيات هذا المنتج:جيدسلبيات هذا المنتج:خفيف الوزن,3.0,RT9XJW1MRBPWT,
,31 January 2025,جوده عاليه,لم اجدها في اي مكانسوا هناجودة عالية,5.0,R3RBK1EB9KWB65,
,24 October 2025,بدون العلبة الاصلية,المنتج مطابق الصورة و لكن وصل بدون العلبة الأصليةلسه لن استخدمه بعد,4.0,R2KUO3WB1PKZ6T,
,12 March 2025,الاسكندرية,كويس,5.0,R1JAXM9J2PTFH,
,5 July 2025,عملي,حلو جدا,4.0,R11LC47PSFT2MT,
,31 January 2025,صامولة ربط رائعه,صامولة ربط لخلاط المياة,5.0,R2MFUPBRATRZHI,
,18 June 2025,صور واقعية,ممتاذ جدا الصور واقعية للمنتج .,5.0,R2D6WO6O62NJTQ,
,5 October 2025,خامته ممتاز ويعيش لفتره طويله وبسعر ممتاز,كانت تجربة رائعه جدا واتمنا ان تتكررجودته عاليه و مصنوع من حديد مجلفن يعيش لفتره طويله وبسعر ممتاز,5.0,R2QNWGNNWB2ME3,
,18 December 2024,ممتازة,ممتازة و سهلة التركيب,5.0,R5B03F8PTQHT3,
,6 February 2025,لاتعليق,مينفعش اديله اي تقييم المنتج وصل علبة كرتون مقطعة وصامولة ربط خرطوم الرشاش مكسورة وصامولة ربط الخلاط فيها خدوش اكنه مستعمل قبل كده والاحلي اعادته علي حسابي بمبلغ فوق ال ١٠٠ جنيه طاب انا ذنبي ايه,1.0,R24HHYF9H86HA2,عيوب_تصنيع
,3 September 2024,منتج رائع,منتج جميل جدا غير قابله لصدا و جودته عاليه و اما عن تغليفه فهو ممتاز,5.0,RIM7IM82NVIDC,
,7 September 2024,منتج جميل,منتج ممتاز غير قابل للصدا تغليفه جميل,5.0,RBWP5Q8MF7MB8,
,14 February 2025,الصموله غير متوافقه,الصموله غير متوافقه علي راس الدش,1.0,R3PPXUVRKA1LMY,
,21 September 2024,مكسوره,المحبس غير موجود,1.0,R1OA6IT7YLV8EO,
,21 November 2025,مدينة دسوق محافظة كفرالشيخ,ممتاز جدا انصح بالشراء,5.0,R207B5AE74ZFJL,
,17 April 2025,حلو,حلو وارخص من بره,4.0,R2KMJSR1FTYESW,
,18 October 2025,ممتاز,ممتاز جدا جدا,5.0,R1QHEV0LOLYYCD,
,27 November 2025,شغال,انا لسه مجربتش بس باين ان القلب بتاعه من جوه بلاستيك ومش عارف هيبقى كويس ولا لأوفي اجزاء منه بلاستيكبس نفس الشكل الي في الصورة والتعبئة جميلة,3.0,R3N6SA40C1UCY0,
,26 January 2025,مريم,خامة حلوة خالص شكرا انصح بالشراء,5.0,RTPRKGG2Y3CVR,
,30 November 2025,فيه تسريب,الشكل جميل.. لكن فيه تسريب من الأجزاء الداخلية.,2.0,R2IXHK6KWC6WRY,عيوب_تصنيع
,25 January 2025,يوني,منتج جيد جدا انصح بالشراء,5.0,R2IHONJUW6YS1W,
,29 October 2025,العاشر من رمضان,جيد جدا ولاكن يجب أن تكون صامولي الربط معدن وليست بلاستك,4.0,R1DUXUZMCIUW5P,
,1 August 2025,10,جيدة وعملية,5.0,RV4UJIR93ZYDO,
,10 July 2025,ممتاذ,منتج ممتاذ وجميل والتغليف جيد جداً وخامته ممتاذه و الوانه رائعه,5.0,R7PRYI7SHCQJ8,
,24 August 2024,منتج رائع,منتج جميل  التغليف روعه في غايه الجمال,5.0,RBKJ2K56NSLP0,
